CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-11277-55605,10/27/11,10/4/11,CERTIFIED,H-2B,ND,10/1/11,5/10/12,THE EL RANCHO CORP DBA EL RANCHO,1623 SECOND AVE. WEST,,WILLISTON,ND,58801,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",10,10,9.02,HR,9.02,HR
C-11280-55615,10/27/11,10/7/11,DENIED,H-2B,OK,12/1/11,6/30/12,"GARY HESS CONTRACTING, INC. DBA GARY HESS  GARY HE",ROUTE 1 BOX 2,,GARVIN,OK,74736,,,,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,50,0,17.61,HR,17.61,HR
C-11286-55624,10/27/11,10/13/11,CERTIFIED,H-2B,ND,10/10/11,5/10/12,THE EL RANCHO CORP DBA EL RANCHO,1623 SECOND AVE. WEST,,WILLISTON,ND,58801,,,,319.677-014,"Food-Service Worker, Hospital",353041,"Food Servers, Nonrestaurant","FOOD SERVICE WORKER, HOSPITAL",8,8,10.33,HR,10.33,HR
C-11286-55626,10/27/11,10/13/11,CERTIFIED,H-2B,AL,10/3/11,6/1/12,"PRITCHETT FORESTRY SERVICES, INC.",198 OLD HIGHWAY 10,,SWEET WATER,AL,36782,"DANIEL W. BREMER, AGWORKS, INC.",LAKE PARK,GA,013.061-010,Agricultural Engineer,172021,Agricultural Engineers,AGRICULTURAL ENGINEER,100,100,11.16,HR,11.16,HR
C-11236-55457,10/28/11,8/24/11,CERTIFIED,H-2B,MD,4/1/11,12/1/11,PEWTER STABLE,167 EWAN RD,,MULLICA HILL,NJ,08062,CRAIG MCDOUGAL,NORMAN,OK,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,5,5,8.12,HR,8.12,HR
C-11256-55541,10/28/11,9/13/11,DENIED,H-2B,NV,11/1/11,8/31/12,ESCAPE EAGLES INC. DBA ESCAPE EAGLES,4080 W. DESERT INN RD.,SUITE W-102,LAS VEGAS,NV,89102,,,,163.167-018,"Manager, Sales",112022,Sales Managers,"MANAGER, SALES",1,0,52.93,HR,52.93,HR
C-11258-55546,10/28/11,9/15/11,DENIED,H-2B,VT,11/15/11,4/15/12,MT. MANSFIELD COMPANY DBA STOWE MOUNTAIN RESORT,5781 MOUNTAIN ROAD,,STOWE,VT,05672,,,,313.374-010,"Cook, Fast Food",352011,"Cooks, Fast Food","COOK, FAST FOOD",25,0,10,HR,10,HR
C-11262-55552,10/28/11,9/19/11,DENIED,H-2B,AR,10/14/11,4/30/12,STAN SWEENEY LLC,579 BRADLEY 71,,HERMITAGE,AR,71647,,,,452.687-018,Tree Planter,454011,Forest and Conservation Workers,TREE PLANTER,45,0,16.32,HR,16.32,HR
C-11263-55561,10/28/11,9/20/11,DENIED,H-2B,TX,8/20/11,6/20/12,"EUROPA BUILDERS, INC.",6307 DEERWOOD ROAD,,HOUSTON,TX,77057,,,,922.687-050,Installer,537062,"Laborers and Freight, Stock, and Material Movers, Hand",INSTALLER,5,0,16.16,HR,16.16,HR
C-11263-55563,10/28/11,9/20/11,DENIED,H-2B,AK,12/10/11,10/10/12,"COPPER RIVER SEAFOODS, INC.",300 CANNERY ROW,PO BOX 158,CORDOVA,AK,99574,DANIEL C KENT,ANCHORAGE,AK,184.162-010,"Manager, Production",272012,Producers and Directors,"MANAGER, PRODUCTION",1,0,38.86,HR,38.86,HR
C-11263-55567,10/28/11,9/20/11,DENIED,H-2B,PR,10/1/11,3/31/12,HACIENDA SIESTA ALEGRE,CARR 186 KM 23.9,BO EL VERDE,RIO GRANDE,PR,00745,,,,419.224-010,Horse Trainer,392011,Animal Trainers,HORSE TRAINER,1,0,7.5,HR,7.5,HR
C-11264-55574,10/28/11,9/21/11,DENIED,H-2B,MP,11/21/11,11/20/12,TRADERS INSURANCE COMPANY,PO BOX 502473,,SAIPAN,MP,96950,NELSON JUN XU,HAGATNA,GU,169.267-046,Underwriter,132053,Insurance Underwriters,UNDERWRITER,4,0,17472,YR,17472,YR
C-11266-55592,10/28/11,9/22/11,PARTIAL CERTIFIED,H-2B,NC,10/1/11,7/31/12,NORTHWOODS FORESTRY INC,W1224 COUNTY ROAD FW,,ELEVA,WI,54738,SARAH FARRELL,VASS,NC,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,72,68,10.38,HR,10.38,HR
C-11269-55593,10/28/11,9/26/11,DENIED,H-2B,LA,11/23/11,6/30/12,"GULF COAST CRAWFISHING SUPPLY, LLC",200 SOUTH BOUDREAUX STREET,P.O. BOX 128,KAPLAN,LA,70548,ASHLEY NICOLE FORET,LAKE CHARLES,LA,691.687-010,Production Helper,519198,Helpers--Production Workers,PRODUCTION HELPER,14,0,,,,
C-11269-55594,10/28/11,9/26/11,DENIED,H-2B,NY,12/1/11,12/1/12,MAA PETROLEUM INC. DBA SUNOCO,2300 COURT ST,,SYRACUSE,NY,13208,,,,169.167-034,"Manager, Office",113011,Administrative Services Managers,"MANAGER, OFFICE",1,0,7.25,HR,7.25,HR
C-11270-55595,10/28/11,9/27/11,DENIED,H-2B,CO,12/1/11,12/1/12,"UTILITY AVIATION, INC.","5821 LANGLEY AVE, LOVELAND, CO 80538",PO BOX 456,FORT COLLINS,CO,80522,,,,196.263-038,Helicopter Pilot,532012,Commercial Pilots,HELICOPTER PILOT,1,0,6000,BI,6000,BI
C-11270-55596,10/28/11,9/27/11,CERTIFIED,H-2B,OK,8/1/11,12/31/11,LYNN CHLEBORAD RACING,RT 4 BOX 2280,,STILLWELL,OK,74960,CRAIG MCDOUGAL,NORMAN,OK,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,11,11,,,,
C-11272-55600,10/28/11,9/29/11,DENIED,H-2B,NV,10/15/11,9/10/12,ETHNIC DINING CONCEPTS LLC DBA SAFFRON FLAVORS OF,4450 N. TENAYA #115,,LAS VEGAS,NV,89129,ANDREW J. DRIGGS,LAS VEGAS,NV,313.131-014,Chef,351011,Chefs and Head Cooks,CHEF,1,0,,,,
C-11272-55601,10/28/11,9/29/11,DENIED,H-2B,ME,11/1/11,6/2/12,ALLAGASH MAPLE PRODUCTS INC.,P.O. BOX 581,,JACKMAN,ME,04945,JEREMY CLYDE STEEVES,SKOWHEGAN,ME,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,50,0,11,HR,11,HR
C-11272-55602,10/28/11,9/29/11,DENIED,H-2B,ME,10/1/11,6/2/12,ALLAGASH MAPLE PRODUCTS INC.,PO BOX 581,,JACKMAN,ME,04945,JEREMY CLYDE STEEVES,SKOWHEGAN,ME,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,45,0,11,HR,11,HR
C-11276-55604,10/28/11,10/3/11,DENIED,H-2B,AR,10/21/11,4/30/12,STAN SWEENEY LLC,579 BRADLEY 71,,HERMITAGE,AR,71647,,,,452.687-018,Tree Planter,454011,Forest and Conservation Workers,TREE PLANTER,60,0,16.31,HR,16.31,HR
C-11277-55607,10/28/11,10/4/11,DENIED,H-2B,MD,11/1/11,10/31/12,BEZU RESTAURANT-BAR,9812 FALLS ROAD,,POTOMAC,MD,20854,ANA OCHOA COHEN,BETHESDA,MD,313.131-014,Chef,351011,Chefs and Head Cooks,CHEF,1,0,,HR,25.5,HR
C-11278-55611,10/28/11,10/5/11,CERTIFIED,H-2B,NH,12/1/11,10/1/12,OMNI HOTELS MANAGEMENT CORPORATION DBA OMNI MOUNT,301 MOUNT WASHINGTON HOTEL RD,ROUTE 302,BRETTON WOODS,NH,03575,"JOHN MCNAMARA / THE MCNAMARA FIRM, L.P.",AUSTIN,TX,311.677-018,Dining Room Attendant,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,25,25,8.78,HR,8.78,HR
C-11279-55612,10/28/11,10/6/11,DENIED,H-2B,MA,11/6/11,3/31/12,"MATTAKESETT PROPERTIES, LLC",31 DUNES ROAD,,EDGARTOWN,MA,02539,VERONICA T STRICKLAND,DALLAS,TX,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",4,0,12.13,HR,12.13,HR
C-11280-55614,10/28/11,10/7/11,DENIED,H-2B,CA,12/2/11,5/4/12,KIRKWOOD MOUNTAIN RESORT DBA KIRKWOOD MOUNTAIN RES,1501 KIRKWOOD MEADOWS DRIVE,,KIRKWOOD,CA,95646,,,,153.227-014,"Instructor, Physical",399031,Fitness Trainers and Aerobics Instructors,"INSTRUCTOR, PHYSICAL",5,0,18.5,HR,18.5,HR
C-11284-55621,10/28/11,10/11/11,CERTIFIED,H-2B,CA,11/24/11,4/22/12,SIERRA-AT-TAHOE SKI RESORT,1111 SIERRA-AT-TAHOE ROAD,,TWIN BRIDGES,CA,95735,,,,169.167-062,"Coordinator, Skill-Training Program",131073,Training and Development Specialists,"COORDINATOR, SKILL TRAINING PROGRAM",12,12,19.13,HR,19.13,HR
C-11287-55630,10/28/11,10/14/11,DENIED,H-2B,OK,2/1/12,12/1/12,MILLER TIME MANUFACTURING LLC,201 EAST SENECA,,NOWATA,OK,74048,KATHRYN JUNE HAWS,MONKEY ISLAND,OK,626.361-010,"Repairer, Welding, Brazing, and Burning Machines",499041,Industrial Machinery Mechanics,"REPAIRER, WELDING, BRAZING, AND BURNING MACHINES",10,0,,HR,17.41,HR
C-11271-55598,10/31/11,9/28/11,DENIED,H-2B,TN,9/26/11,1/3/12,"NATURAL SORB CORPORATION DBA NATURAL SORB, INC.",191 EAST INDUSTRIAL DRIVE,,JACKSBORO,TN,37757,L. EDWARD RIOS,EL PASO,TX,689.685-118,"Sewing-Machine Operator, Special Equipment",516031,Sewing Machine Operators,"SEWING MACHINE OPERATOR, SPECIAL EQUIPMENT",17,0,9.72,HR,9.72,HR
C-11277-55609,10/31/11,10/4/11,DENIED,H-2B,MT,8/1/11,12/21/11,"RETAMCO OPERATING, INC. DBA RETAMCO","ONE BROADWAY SOUTH, SUITE 2",P.O. BOX 790,RED LODGE,MT,59068,JOHNNY KIN MAN POON,DENVER,CO,408.131-010,"Supervisor, Spray, Lawn and Tree Service",371012,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers","SUPERVISOR, SPRAY, LAWN AND TREE SERVICE",1,0,12.5,HR,12.5,HR
C-11297-55653,10/31/11,10/24/11,PARTIAL CERTIFIED,H-2B,VT,12/1/11,4/15/12,"MT. MANSFIELD COMPANY, INC. DBA STOWE MOUNTAIN RES",5781 MOUNTAIN ROAD,,STOWE,VT,05672,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",7,6,10.75,HR,10.75,HR
C-11297-55655,10/31/11,10/24/11,CERTIFIED,H-2B,MA,10/30/11,8/15/12,"MAINE PREMIER SOCCER, LLC.",512 WARREN AVE.,,PORTLAND,ME,04103,GREGORY J. VARTANIAN,BOSTON,MA,153.117-018,"Scout, Professional Sports",272022,Coaches and Scouts,"SCOUT, PROFESSIONAL SPORTS",40,40,9.4,HR,9.4,HR
C-11297-55656,10/31/11,10/24/11,CERTIFIED,H-2B,TX,10/1/11,7/31/12,DALLAS LIMESTONE L.L.C.,12904 EASTGATE DR.,SUITE D,MESQUITE,TX,75181,,,,771.281-014,Stone Carver,519195,"Molders, Shapers, and Casters, Except Metal and Plastic",STONE CARVER,30,30,,,,
C-11277-55608,11/1/11,10/4/11,CERTIFIED,H-2B,ND,10/1/11,5/10/12,WILLISTON AIRPORT INN PARTNERS LLC DBA WILLISTON A,3601 SECOND AVE. WEST,,WILLISTON,ND,58801,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",20,20,9.02,HR,9.02,HR
C-11292-55645,11/1/11,10/19/11,CERTIFIED,H-2B,CO,11/21/11,5/11/12,"SUREFOOT, L.C.","1500 KEARNS BOULEVARD, SUITE A-100",,PARK CITY,UT,80460,AMY JILL NOVAK,VAIL,CO,185.157-014,Supervisor of Sales,112021,Marketing Managers,SUPERVISOR OF SALES,1,1,23.79,HR,23.79,HR
C-11298-55660,11/1/11,10/25/11,CERTIFIED,H-2B,TX,2/1/12,11/30/12,"K-DOUBLE-K ENTERPRISES, INC. DBA CUT & GROW LAWN S",427 AQUA WAY,,BRIDGEPORT,TX,76426,LORI ANN WHITTEN OR DANIELLE RENE CLARK,WYLIE,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",10,10,11.2,HR,11.2,HR
C-11298-55661,11/1/11,10/25/11,CERTIFIED,H-2B,TX,2/1/12,10/31/12,"RTS LANDSCAPING, INC.",1005 N. RALPH HALL,,ROCKWALL,TX,75087,LORI ANN WHITTEN  OR DANIELLE RENE CLARK,WYLIE,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",9,9,11.16,HR,11.16,HR
C-11299-55664,11/1/11,10/26/11,CERTIFIED,H-2B,TX,2/1/12,11/30/12,"DELBOSQUE LANDSCAPING, INC.",PO BOX 2437,510 S. CLARK ST.,ROCKWALL,TX,75087,LORI WHITTEN OR DANIELLE CLARK / ACTION VISA ASSIS,WYLIE,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8,8,9.66,HR,9.66,HR
C-11300-55668,11/1/11,10/26/11,CERTIFIED,H-2B,TX,1/23/12,11/16/12,PRO-DESIGN LANDSCAPE,493 BASS RD,,ROCKWALL,TX,75032,LORI ANN WHITTEN OR DANIELLE RENE CLARK,WYLIE,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",12,12,8.16,HR,8.16,HR
C-11292-55648,11/2/11,10/19/11,CERTIFIED,H-2B,ND,10/10/11,5/10/12,WILLISTON AIRPORT INN PARTNERS LLC DBA WILLISTON A,3601 SECOND AVE. WEST,,WILLISTON,ND,58801,,,,290.477-018,"Sales Clerk, Food",412021,Counter and Rental Clerks,"SALES CLERK, FOOD",18,18,10.33,HR,10.33,HR
C-11300-55667,11/2/11,10/27/11,PARTIAL CERTIFIED,H-2B,TX,12/1/11,9/30/12,"ZAVALA FORESTRY SERVICE, LLC",1301 FAIRHAVEN ST.,,LONGVIEW,TX,75605,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,25,24,7.96,HR,7.96,HR
C-11300-55669,11/2/11,10/27/11,CERTIFIED,H-2B,MI,11/1/11,4/30/12,"SKI BRULE, INC.",397 BRULE MOUNTAIN ROAD,,IRON RIVER,MI,49935,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",16,16,8.25,HR,8.25,HR
C-11304-55672,11/2/11,10/31/11,PARTIAL CERTIFIED,H-2B,LA,12/5/11,4/30/12,STAN SWEENEY LLC,579 BRADLEY 71,,HERMITAGE,AK,71647,,,,452.687-018,Tree Planter,454011,Forest and Conservation Workers,TREE PLANTER,105,104,16.31,HR,16.31,HR
C-11280-55613,11/4/11,10/7/11,DENIED,H-2B,CA,12/11/11,4/30/12,"MAMMOTH MOUNTAIN SKI AREA, LLC",1 MINARET ROAD,P.O. BOX 24,MAMMOTH LAKES,CA,93546,,,,153.227-018,"Instructor, Sports",399031,Fitness Trainers and Aerobics Instructors,"INSTRUCTOR, SPORTS",30,0,18.01,HR,18.01,HR
C-11284-55616,11/4/11,10/11/11,DENIED,H-2B,MT,12/1/11,9/30/12,LONE TREE INN,900 SOUTH CENTRAL AVENUE,,SIDNEY,MT,59270,"JOHN-CARL ROSACIA ROGGE, NORTHWEST PLACEMENT USA,",BILLINGS,MT,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",6,0,9,HR,9,HR
C-11284-55617,11/4/11,10/11/11,PARTIAL CERTIFIED,H-2B,FL,12/1/11,5/31/12,"THE EVERGLADES CLUB, INC.",356 WORTH AVENUE,,PALM BEACH,FL,33480,MICHAEL BENCHETRIT,MIAMI,FL,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,10,6,,,,
C-11284-55618,11/4/11,10/11/11,PARTIAL CERTIFIED,H-2B,FL,12/1/11,5/31/12,"THE EVERGLADES CLUB, INC.",356 WORTH AVENUE,,PALM BEACH,FL,33480,MICHAEL M. BENCHETRIT,MIAMI,FL,352.677-018,"Waiter/Waitress, Club",353031,Waiters and Waitresses,"WAITER/WAITRESS, CLUB",30,28,10.43,HR,10.43,HR
C-11284-55619,11/4/11,10/11/11,PARTIAL CERTIFIED,H-2B,FL,12/1/11,5/31/12,"THE EVERGLADES CLUB, INC.",356 WORTH AVENUE,,PALM BEACH,FL,33480,MICHAEL BENCHETRIT,MIAMI,FL,350.677-030,Waiter/Waitress,353031,Waiters and Waitresses,WAITER/WAITRESS,15,12,,,,
C-11284-55620,11/4/11,10/11/11,PARTIAL CERTIFIED,H-2B,FL,12/1/11,5/31/12,"THE EVERGLADES CLUB, INC.",356 WORTH AVENUE,,PALM BEACH,FL,33480,MICHAEL BENCHETRIT,MIAMI,FL,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,20,14,12.9,HR,12.9,HR
C-11286-55625,11/4/11,10/13/11,PARTIAL CERTIFIED,H-2B,TX,10/1/11,7/31/12,"GLOBAL LABOR SERVICES, LLC",1313 E. ALTON GLOOR,SUITE 1-3,BROWNSVILLE,TX,78526,LINDA PEREZ,BROWNSVILLE,TX,509.687-026,"Laborer, General",537063,Machine Feeders and Offbearers,"LABORER, GENERAL",55,48,8.7,HR,8.7,HR
C-11287-55627,11/4/11,10/14/11,PARTIAL CERTIFIED,H-2B,FL,10/20/11,5/15/12,HARBOUR RIDGE YACHT AND COUNTRY CLUB,12600 HARBOUR RIDGE BLVD.,,PALM CITY,FL,34990,,,,529.137-054,"Supervisor, Ready-Mixed Food Preparation",511011,First-Line Supervisors/Managers of Production and Operating Workers,"SUPERVISOR, READY MIXED FOOD PREPARATION",30,26,9.87,HR,9.87,HR
C-11292-55647,11/4/11,10/19/11,DENIED,H-2B,VT,11/7/11,9/7/12,MIRROR MIRROR INC.,3 MAIN STREET,,BURLINGTON,VT,05401,,,,076.121-010,Occupational Therapist,291122,Occupational Therapists,OCCUPATIONAL THERAPIST,1,0,,HR,14.7,HR
C-11305-55676,11/8/11,11/1/11,CERTIFIED,H-2B,CO,11/14/11,4/30/12,"L-O VAIL HOTEL, INC. DBA VAIL CASCADE RESORT & SPA",1300 WESTHAVEN DRIVE,,VAIL,CO,81657,AMY JILL NOVAK,VAIL,CO,209.567-014,"Order Clerk, Food and Beverage",434151,Order Clerks,"ORDER CLERK, FOOD AND BEVERAGE",20,20,10.56,HR,10.56,HR
C-11306-55681,11/9/11,11/2/11,CERTIFIED,H-2B,CO,11/1/11,4/23/12,"ASPEN SKIING COMPANY, LLC",117 ASPEN AIRPORT BUSINESS CTR.,P.O. BOX 1248,ASPEN,CO,81611,JOCELYN CAMPANARO,DENVER,CO,342.137-010,"Supervisor, Rides",391021,First-Line Supervisors/Managers of Personal Service Workers,"SUPERVISOR, RIDES",4,4,13.01,HR,13.01,HR
C-11306-55682,11/9/11,11/2/11,CERTIFIED,H-2B,FL,11/16/11,5/31/12,JONATHAN'S LANDING GOLF CLUB,16823 CAPTAIN KIRLE DR.,,JUPITER,FL,33477,PETER PETRINA,GARNERVILLE,NY,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,12,12,13.5,HR,13.5,HR
C-11306-55685,11/9/11,11/2/11,CERTIFIED,H-2B,KY,2/1/12,11/30/12,"GEDDES POOLS, INC.",232 INDUSTRY PARKWAY,,NICHOLASVILLE,KY,40356,LAURA ELIZABETH CONLEY MORGAN,LEXINGTON,KY,529.686-070,Production Helper,537063,Machine Feeders and Offbearers,PRODUCTION HELPER,4,4,8.54,HR,8.54,HR
C-11306-55687,11/9/11,11/2/11,CERTIFIED,H-2B,KY,2/1/12,11/30/12,ROSE HILL FARM,2675 RICE ROAD,,LEXINGTON,KY,40510,LAURA ELIZABETH CONLEY MORGAN,LEXINGTON,KY,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,3,3,,,,
C-11306-55691,11/9/11,11/2/11,DENIED,H-2B,CO,11/21/11,5/11/12,"SUREFOOT, L.C.",1500 KEARNS BOULEVARD,SUITE A-100,PARK CITY,UT,80460,AMY J. NOVAK,VAIL,CO,185.167-046,"Manager, Retail Store",411011,First-Line Supervisors/Managers of Retail Sales Workers,"MANAGER, RETAIL STORE",1,0,23.79,HR,23.79,HR
C-11307-55693,11/10/11,11/3/11,PARTIAL CERTIFIED,H-2B,FL,11/16/11,5/31/12,JONATHAN'S LANDING GOLF CLUB,16823 CAPTAIN KIRLE DR.,,JUPITER,FL,33477,PETER PETRINA,GARNERVILLE,NY,311.477-026,"Waiter/Waitress, Formal",353031,Waiters and Waitresses,"WAITER/WAITRESS, FORMAL",20,17,,HR,12,HR
C-11308-55697,11/10/11,11/4/11,CERTIFIED,H-2B,AK,12/10/11,3/1/12,"AIE, INC. DBA AIE JAPAN",1502 WEST 32ND AVENUE,,ANCHORAGE,AK,99503,JANET HOLSTE CHEETHAM,SEATTLE,WA,353.667-010,Escort,396021,Tour Guides and Escorts,ESCORT,10,10,17.1,HR,17.1,HR
C-11308-55698,11/10/11,11/4/11,CERTIFIED,H-2B,NY,2/15/12,12/15/12,BENSON ENTERPRISES OF NEW YORK INC,1986 BENNETT RD.,,VICTOR,NY,14564,APRIL MCKINNEY,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",21,21,10.14,HR,10.14,HR
C-11308-55704,11/10/11,11/4/11,CERTIFIED,H-2B,OK,2/1/12,12/1/12,"K. L. BLANKENSHIP, INC.",11947 SOUTH CANTON AVENUE,,TULSA,OK,74137,KATHRYN JUNE HAWS,MONKEY ISLAND,OK,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8,8,8.15,HR,8.15,HR
C-11308-55706,11/10/11,11/4/11,CERTIFIED,H-2B,OK,2/1/12,12/1/12,VANTRIEST LANDSCAPE LLC,3013 WEST DETROIT STREET,,BROKEN ARROW,OK,74012,KATHRYN JUNE HAWS,MONKEY ISLAND,OK,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",4,4,8.15,HR,8.15,HR
C-11311-55711,11/14/11,11/7/11,CERTIFIED,H-2B,TX,1/23/12,11/16/12,"CITITURF,LLC",PO BOX 941461,,PLANO,TX,75094,LORI ANN WHITTEN/ACTION VISA ASSISTANCE,WYLIE,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",48,48,8.16,HR,8.16,HR
C-11312-55719,11/15/11,11/8/11,CERTIFIED,H-2B,TX,2/14/12,12/13/12,"THE ALG CORP DBA IMAGE LANDSCAPE MANAGMENT, INC.",528 N. COWAN AVE.,,LEWISVILLE,TX,75057,LORI WHITTEN OR DANIELLE CLARK / ACTION VISA ASSIS,WYLIE,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",18,18,8.16,HR,8.16,HR
C-11312-55720,11/15/11,11/8/11,CERTIFIED,H-2B,TX,2/15/12,11/14/12,"BOWEN'S LANDSCAPE SERVICES, INC.",1865 MCGEE LN. STE I,,LEWISVILLE,TX,75077,LORI ANN WHITTEN/ACTION VISA ASSISTANCE,WYLIE,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",17,17,8.16,HR,8.16,HR
C-11313-55729,11/15/11,11/9/11,CERTIFIED,H-2B,TX,1/23/12,11/16/12,"SANFORD & SONS, INC.",5364 CR 1005,,CENTER,TX,75935,LORI ANN WHITTEN/ACTION VISA ASSISTANCE,WYLIE,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",11,11,8.08,HR,8.08,HR
C-11313-55726,11/16/11,11/9/11,CERTIFIED,H-2B,LA,2/15/12,12/14/12,SQUIRE CREEK,360 SQUIRE CREEK PARKWAY,,CHOUDRANT,LA,71227,LORI WHITTEN OR DANIELLE CLARK / ACTION VISA ASSIS,WYLIE,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",22,22,8.89,HR,8.89,HR
C-11313-55731,11/16/11,11/9/11,CERTIFIED,H-2B,LA,2/15/12,11/14/12,ACADIAN MAINTENANCE AND LANDSCAPING,PO BOX 268,,PONCHATOULA,LA,70454,LORI ANN WHITTEN OR DANIELLE RENE CLARK,WYLIE,TX,408.161-010,Landscape Gardener,373011,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,8,8,8.23,HR,8.23,HR
C-11314-55733,11/17/11,11/10/11,CERTIFIED,H-2B,TN,2/15/12,12/15/12,JEAN'S LAWN & LANDSCAPES INC DBA JEAN'S LAWN SERVI,2668 HUNTSVILLE HWY.,PO BOX 246,FAYATTEVILLE,TN,37334,RITA ROMERO,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",25,25,7.87,HR,7.87,HR
C-11314-55737,11/17/11,11/10/11,CERTIFIED,H-2B,TX,2/14/12,11/13/12,"PRELUDE HOMES, INC DBA PRO LAWN CO",3960 W. CRESCENT WAY,,FRISCO,TX,75034,LORI ANN WHITTEN/DANIELLE RENE CLARK/ACTION VISA A,WYLIE,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",11,11,8.16,HR,8.16,HR
C-11314-55738,11/17/11,11/10/11,CERTIFIED,H-2B,TX,2/15/12,11/14/12,"T. HYDE ENTERPRISES, INC. DBA CREW CUT",PO BOX 9034,,GREENVILLE,TX,75404,DANIELLE RENE CLARK OR LORI ANN WHITTEN,WYLIE,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",8,8,8.16,HR,8.16,HR
C-11285-55622,11/18/11,10/12/11,DENIED,H-2B,NC,5/20/11,3/20/12,SERVICE MASTER OF WAKE COUNTY,4912 ALPINIS DRIVE,SUITE 100,RALEIGH,NC,27616,,,,382.664-010,Janitor,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",JANITOR,6,0,11.53,HR,11.53,HR
