CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
A-07270-28108,10/5/07,9/27/07,DENIED,FL,10/1/07,9/30/08,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,MACHINIST,0,12.47,HR,12.47,HR
A-07270-28102,10/5/07,9/27/07,DENIED,FL,10/1/07,9/30/08,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,"WELDER, ARC",0,10.85,HR,10.85,HR
A-07274-28156,10/5/07,10/1/07,DENIED,SC,10/31/07,10/29/08,"RIOZ, INC.",2920 HOLLYWOOD DRIVE,,MYRTLE BEACH,SC,29577,DEBRA R. SHPIGLER,P.O. BOX 4078,ALPHARETTA,GA,CHEF,0,8.5,HR,11.53,HR
A-07275-28172,10/5/07,10/1/07,PARTIAL CERTIFIED,NC,11/20/07,6/30/08,CAROLINA TIMBERLAND SERVICES,315 EAST ELM STREET,PO BOX 999,BLADENBORA,NC,28320,"AGWORKS, INC",PO BOX 580,LAKE PARK,GA,FOREST WORKER,45,8.79,HR,8.79,HR
A-07270-28107,10/5/07,9/27/07,DENIED,FL,10/1/07,9/30/08,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,"CARPENTER, SHIP",0,9.94,HR,9.94,HR
A-07270-28109,10/5/07,9/27/07,DENIED,FL,10/1/07,9/30/08,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,SHIPFITTER,0,9.09,HR,9.09,HR
A-07270-28103,10/5/07,9/27/07,DENIED,FL,10/1/07,9/30/08,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,PIPE FITTER,0,11.63,HR,11.63,HR
A-07270-28110,10/5/07,9/27/07,DENIED,FL,10/1/07,9/30/08,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,ELECTRICIAN,0,12.24,HR,12.24,HR
A-07247-27583,10/5/07,9/4/07,CERTIFIED,AL,11/15/07,9/15/08,"WHAN WANG, INC.  DBA  MANDARIN HOUSE",3800 PEPPERELL PKWY,,OPELIKA,AL,36801,JAMES H. TIPLER,THE IMMIGRATION CENTERS,FT. WALTON BEACH,FL,CHEF,2,16.83,HR,20,HR
C-07276-28207,10/5/07,10/3/07,CERTIFIED,TX,12/24/07,10/24/08,D.V. BRO'S,502 OKLAHOMA DR.,,BACLIFF,TX,77518,CARMEN LOPEZ,85 PALO ALTO DR.,BROWNSVILLE,TX,"DECKHAND, FISHING VESSEL",3,8.43,HR,8.5,HR
A-07270-28111,10/5/07,9/27/07,DENIED,FL,10/1/07,9/30/08,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,"WELDER, ARC",0,10.85,HR,10.85,HR
A-07261-27915,10/5/07,9/17/07,CERTIFIED,VT,12/1/07,4/10/08,SMUGGLERS' NOTCH RESORT,4323 VERMONT ROUTE,108 SOUTH,SMUGGLERS' NOTCH,VT,05464,JOHN MCNAMARA,THE MCNAMARA FIRM L.P.,AUSTIN,TX,"CLEANER, HOUSEKEEPING",50,8.09,HR,8.18,HR
A-07261-27934,10/5/07,9/18/07,PARTIAL CERTIFIED,VT,11/1/07,4/30/08,JOHN HURLEY ENTERPRISES D/B/A BAJA BURRITO,295 BARROWS TOWN ROAD,,KILLINGTON,VT,05751,MATHEW E. HEFNER,"RESOURCE STAFFING INTERNATIONAL, LTD.",KILLINGTON,VT,"FOOD ASSEMBLER, KITCHEN",10,7.63,HR,7.63,HR
A-07277-28230,10/5/07,10/4/07,CERTIFIED,NC,12/15/07,9/30/08,CAROLINE CLARK MORRISON,PO BOX 9 218 W. MAIN STREET,,LINCOLNTON,NC,28093,"SHAWN FRIESTAD, ESQ.","1010 SECOND AVE., STE. 1820",SAN DIEGO,CA,STABLE ATTENDANT,1,6.38,HR,10,HR
A-07270-28112,10/5/07,9/27/07,CERTIFIED,VT,11/26/07,3/23/08,"MOUNT SNOW, LTD.",MOUNT SNOW RD.,,WEST DOVER,VT,05356,,,,,SKI TOW OPERATOR,30,7.86,HR,8,HR
A-07270-28113,10/5/07,9/27/07,CERTIFIED,VT,12/5/07,4/6/08,"MOUNT SNOW, LTD.",MOUNT SNOW RD.,,WEST DOVER,VT,05356,,,,,"CLEANER, HOUSEKEEPING",15,8.15,HR,8.15,HR
C-07275-28193,10/5/07,10/2/07,CERTIFIED,UT,10/1/07,8/1/08,"CHEADLE CORZO, INC",6307 OLES LANE,,SALT LAKE CITY,UT,84121,JOHN DIAMOND,KADARUSMAN LAW FIRM P.C.,MURRAY,UT,EXTERMINATOR HELPER,4,8.33,HR,8.64,HR
C-07276-28204,10/5/07,10/3/07,CERTIFIED,CO,1/2/08,10/15/08,"TAGAWA GREENHOUSE ENTERPRISES, LLC.",17999 WELD COUNTY RD 4,,BRIGHTON,CO,80603,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, STORES",135,7.72,HR,7.72,HR
A-07275-28195,10/5/07,10/2/07,CERTIFIED,PA,10/21/07,1/10/08,"CARNIVAL, LLC",11230 NAVAJO LANE #203,,PARMA HEIGHTS,OH,44130,SVETLANA SCHREIBER AND ASSOC. CO. L.P.A.,1370 ONTARIO ST.,CLEVELAND,OH,"SALESPERSON, GENERAL MERCHANDISE",5,7.15,HR,7.15,HR
A-07270-28114,10/5/07,9/27/07,PARTIAL CERTIFIED,VT,12/15/07,4/5/08,"MOUNT SNOW, LTD.",MOUNT SNOW RD.,,WEST DOVER,VT,05356,,,,,"INSTRUCTOR, SPORTS",25,8.22,HR,8.25,HR
A-07270-28115,10/5/07,9/27/07,CERTIFIED,VT,12/5/07,3/30/08,"MOUNT SNOW, LTD.",MOUNT SNOW RD.,,WEST DOVER,VT,05356,,,,,BELLHOP,8,7.44,HR,7.61,HR
A-07263-27989,10/5/07,9/20/07,CERTIFIED,FL,10/28/07,10/27/08,GINESS CLEANING SERVICES,1455 CEDAR LAKE DRIVE,,ORLANDO,FL,32824,"DAN N. GODFREY, ESQ.",815 N. MAIN STREET,KISSIMMEE,FL,JANITOR,55,7.48,HR,8,HR
A-07262-27969,10/5/07,9/19/07,CERTIFIED,FL,10/27/07,8/31/08,PETE'S CAFE AND CATERING INC DBA BRAZILIAN TROPICA,7880 GLADES ROAD,,BOCA RATON,FL,33433,"CLAUDIA P. MORENO, ESQ.","FREEMAN, HABER, ROJAS & STANHAM, LLP",MIAMI,FL,"COOK, SHORT ORDER",10,8.93,HR,11.17,HR
C-07268-28084,10/5/07,9/25/07,CERTIFIED,CO,12/1/07,4/30/08,ST.REGIS RESORT ASPEN,315 E. DEAN STREET,,ASPEN,CO,81611,DIANE HOLLOWAY,7802 KINGSPOINTE PKWY,ORLANDO,FL,"WAITER/WAITRESS, INFORMAL",10,6.09,HR,6.85,HR
C-07268-28085,10/5/07,9/25/07,CERTIFIED,CO,12/1/07,4/30/08,ST.REGIS RESORT ASPEN,315 E. DEAN STREET,,ASPEN,CO,81611,DIANE HOLLOWAY,7802 KINGSPOINTE PKWY,ORLANDO,FL,"CLEANER, HOUSEKEEPING",25,9.03,HR,10,HR
A-07264-28029,10/9/07,9/21/07,CERTIFIED,VT,12/1/07,3/30/08,OKEMO LIMITED LIABILITY COMPANY,77 OKEMO RIDGE ROAD,,LUDLOW,VT,05149,,,,,SCRAPER OPERATOR,7,10.35,HR,10.35,HR
A-07264-28030,10/9/07,9/21/07,CERTIFIED,VT,12/21/07,4/13/08,THE BRIDGES FAMILY RESORT,202 BRIDGES CIRCLE,,WARREN,VT,05674,MARK CARCHIDI,"ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,"CLEANER, HOUSEKEEPING",9,8.09,HR,9,HR
A-07264-28024,10/9/07,9/21/07,CERTIFIED,FL,11/1/07,4/30/08,VINTAGE FARM CORPORATION,1245 DOE RUN ROAD,,COATESVILLE,PA,19320,"INTERNATIONAL PERSONNEL RESOURCES, INC.",P.O. BOX 1507,WEST CHESTER,PA,STABLE ATTENDANT,20,8.73,HR,8.73,HR
A-07274-28148,10/9/07,10/1/07,PARTIAL CERTIFIED,FL,11/15/07,7/1/08,"ROBERT N. SCANLON TRAINING CENTER, INC.",P.O.BOX 599,,WILLISTON,FL,32696,,,,,STABLE ATTENDANT,8,6.69,HR,7.43,HR
A-07261-27906,10/9/07,9/17/07,CERTIFIED,VT,12/15/07,3/29/08,"BARAW ENTERPRISES, INC, DBA STOWEFLAKE MTN. RESORT",PO BOX 369,,STOWE,VT,05672,,,,,"CLEANER, HOUSEKEEPING",14,8.81,HR,8.96,HR
A-07261-27931,10/9/07,9/17/07,CERTIFIED,VT,12/15/07,3/29/08,"BARAW ENTERPRISES, INC, DBA STOWEFLAKE MTN. RESORT",PO BOX 369,,STOWE,VT,05672,,,,,KITCHEN HELPER,5,8.01,HR,8.96,HR
C-07275-28182,10/9/07,10/1/07,PARTIAL CERTIFIED,MI,1/2/08,10/15/08,"J. THOMAS DISTRIBUTORS, INC",8230 GOLDIE,,WALLED LAKE,MI,48390,AMIGOS LABOR SOLUTIONS INC,"3141 HOOD STREET,",DALLAS,TX,PACKING LINE WORKER,8,7.15,HR,7.48,HR
C-07276-28210,10/9/07,10/2/07,CERTIFIED,WY,11/15/07,4/15/08,WHITE PINE SKI AREA,P.O.BOX 1420,,PINEDALE,WY,82941,ROD WILLIAMS,P.O.BOX 140,JOYCE,WA,AMUSEMENT PARK WORKER,13,7.34,HR,8,HR
A-07263-27986,10/9/07,9/20/07,CERTIFIED,NC,10/1/07,9/30/08,SUSAN JEAN HANEY,2205 NEW GARDEN ROAD,APT 3603,GREENSBORO,NC,27410,JEREMY L. MCKINNEY,MCKINNEY & JUSTICE,GREENSBORO,NC,HOME ATTENDANT,1,18866,YR,18866,YR
C-07275-28185,10/9/07,10/2/07,CERTIFIED,CO,11/1/07,5/31/08,"DUSTY BOOT, LLC",210 OFFERSON DR.,UNIT A,BEAVER CREEK,CO,81620,JOSE GOMEZ-URQUIZA,88 INVERNESS CIR. EAST,ENGLEWOOD,CO,COOK HELPER,10,9.17,HR,9.17,HR
C-07271-28124,10/9/07,9/28/07,CERTIFIED,UT,10/10/07,6/10/08,"ELDREDGE MASONRY, INC.",2391 WEST 870 SOUTH,,LEHI,UT,84043,J. ELLE COX,75 EAST 400 SOUTH #201 STE. 201,SALT LAKE CITY,UT,"BRICKLAYER, FIREBRICK AND REFRACTORY TILE",5,15.07,HR,17,HR
C-07254-27768,10/9/07,9/11/07,DENIED,TX,10/1/07,8/1/08,"F.L. CRANE & SONS, INC",504 TRADESMEN'S PARK DRIVE,,HUTTO,TX,78634,KELLY M. KOWIS,THE KOWIS LAW FIRM,HOUSTON,TX,CONSTRUCTION WORKER I,0,8.48,HR,8.55,HR
A-07271-28142,10/10/07,9/28/07,CERTIFIED,FL,11/15/07,5/15/08,"MILESTONE, LLC",6380 NW 110TH STREET,,REDDICK,FL,32686,"ANN ALLOTT, COLO. ATTY #3326",ALLOTT IMMIGRATION LAW FIRM,CENTENNIAL,CO,STABLE ATTENDANT,1,8.16,HR,8.16,HR
C-07264-28017,10/10/07,9/20/07,CERTIFIED,CO,10/2/07,9/15/08,TATRY RESTAURANT,1826 GRAND AVE.,,GLENWOOD SPRINGS,CO,81601,CHRISTOPHER KURCZABA,KURCZABA LAW OFFICES,CHICAGO,IL,"COOK, SPECIALTY, FOREIGN FOOD",3,11.38,HR,11.38,HR
A-07270-28116,10/10/07,9/27/07,CERTIFIED,VT,11/15/07,4/15/08,STRATTON MOUNTAIN RESORT,RR 1 BOX 145,,STRATTON MOUNTAIN,VT,05155,,,,,"CLEANER, HOUSEKEEPING",45,8.04,HR,8.04,HR
A-07270-28117,10/10/07,9/27/07,CERTIFIED,VT,11/15/07,4/15/08,STRATTON MOUNTIAN RESORT,RR 1 BOX 145,,STRATTON MOUNTAIN,VT,05155,,,,,KITCHEN HELPER,40,7.95,HR,7.95,HR
A-07270-28118,10/10/07,9/27/07,CERTIFIED,VT,11/15/07,4/15/08,STRATTON MOUNTAIN RESORT,RR 1 BOX 145,,STRATTON MOUNTAIN,VT,05155,,,,,SKI TOW OPERATOR,16,7.9,HR,7.9,HR
C-07269-28100,10/10/07,9/26/07,CERTIFIED,AK,12/1/07,3/15/08,"AIE, INC",1502 WEST 32ND AVE,,ANCHORAGE,AK,99503,"JOEL PAGET, JANET CHEETHAM, RACHEL HAN","RYAN, SWANSON & CLEVELAND, PLLC",SEATTLE,WA,"GUIDE, SIGHTSEEING",10,9.85,HR,12,HR
A-07250-27703,10/10/07,9/7/07,DENIED,MD,10/1/07,9/27/08,STAR HOTELS,10420 LITTLE PATUXENT PARKWAY,SUITE 460,COLUMBIA,MD,21044,APARNA DAVE,LAW OFFICE OF APARNA DAVE,GAITHERSBURG,MD,HOTEL CLERK,0,11.72,HR,11.72,HR
A-07277-28221,10/10/07,10/4/07,CERTIFIED,FL,1/2/08,10/31/08,"MEATBALL FACTORY DELI, INC.",1616-102 CAPE CORAL PARKWAY WEST,,CAPE CORAL,FL,33914,"KEVIN M. REILLY, ESQ.",LAW OFFICES OF KEVIN M. REILLY,BETHESDA,MD,FAST FOODS WORKER,15,6.78,HR,6.8,HR
C-07247-27597,10/10/07,9/4/07,CERTIFIED,CO,11/19/07,4/15/08,"RAL MOUNTAIN VILLAGE LODGING, LLC D/B/A INN AT LOS",119 LOST CREEK LANE,,TELLURIDE,CO,81435,,,,,"WAITER/WAITRESS, INFORMAL",8,6.85,HR,6.85,HR
A-07277-28227,10/10/07,10/4/07,DENIED,NC,11/15/07,9/14/08,"KAMPGROUNDS OF AMERICA  INC,  DBA CHEROKEE KOA",P.O. BOX 30558,,BILLINGS,MT,59114,,,,,RESERVATIONS AGENT,0,7.34,HR,7.5,HR
C-07262-27954,10/10/07,9/19/07,DENIED,ND,10/1/07,7/31/08,SILVER SPOON,505 40TH ST. SW.,,FARGO,ND,58103,,,,,"COOK, SPECIALTY, FOREIGN FOOD",0,13,HR,13,HR
A-07257-27843,10/10/07,9/14/07,DENIED,MD,10/1/07,9/27/08,STAR HOTELS,10420 LITTLE PATUXENT PARKWAY,SUITE 460,COLUMBIA,MD,21044,APARNA DAVE,LAW OFFICE OF APARNA DAVE,GAITHERSBURG,MD,HOUSEKEEPER,0,16.32,HR,16.32,HR
C-07267-28053,10/10/07,9/24/07,PARTIAL CERTIFIED,TX,11/1/07,8/30/08,"ROWELL INVESTMENTS, INC. DBA JERICHO SERVICES",2571 MERRELL RD.,,DALLAS,TX,75229,,,,,CONSTRUCTION WORKER I,100,7.9,HR,7.9,HR
A-07254-27755,10/10/07,9/10/07,CERTIFIED,MA,10/1/07,6/15/08,AM PIZZA INC.,868 WORCESTER STREET,,WELLESLEY,MA,02482,,,,,FAST FOODS WORKER,5,7.72,HR,7.72,HR
C-07261-27911,10/10/07,9/18/07,DENIED,LA,10/5/07,8/5/08,"ORIGINAL USA GENERAL LABOR, LLC",5437 WEST PARK AVENUE,,HOUMA,LA,70364,RUBEN B. FIGUEROA,,HOUMA,LA,"CARPENTER, SHIP",0,12.55,HR,15,HR
A-07277-28228,10/10/07,10/4/07,CERTIFIED,FL,10/1/07,8/1/08,WB IMPROVEMENT INC.,2832 RIPTON COURT,,ORLANDO,FL,32835,"MOSES APSAN, ESQ","LAW OFFICE OF MOSES APSAN, P.C",ASTORIA,NY,"CLEANER, HOUSEKEEPING",75,7.37,HR,7.37,HR
A-07275-28196,10/10/07,10/2/07,CERTIFIED,ME,12/15/07,5/30/08,NORTHERN MAINE MAPLE PRODUCERS ASSOC,P.O. BOX 733,,JACKMAN,ME,04945,KATHY WARREN,694 WATERVILLE ROAD,SKOWHEGAN,ME,TREE PLANTER,35,7.88,HR,7.95,HR
C-07271-28128,10/10/07,9/28/07,CERTIFIED,IA,11/1/07,1/31/08,ALON LAVI DBA BEAUTY CONTROL,315 AMBER AVENUE,,EVANSDALE,IA,50707,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",5,7,HR,7.06,HR
C-07271-28130,10/10/07,9/28/07,CERTIFIED,IA,11/1/07,1/31/08,ALON LAVI DBA BEAUTY CONTROL,315 AMBER AVENUE,,EVANSDALE,IA,50707,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",7,7,HR,7.06,HR
C-07271-28131,10/10/07,9/28/07,CERTIFIED,IA,11/1/07,1/31/08,ALON LAVI DBA BEAUTY CONTROL,315 AMBER AVENUE,,EVANSDALE,IA,50707,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",7,7,HR,7.06,HR
C-07276-28201,10/10/07,9/11/07,CERTIFIED,CO,12/1/07,4/30/08,"CRESTED BUTTE, LLC",12 SNOWMASS ROAD,PO BOX 5700,CRESTED BUTTE,CO,81225,,,,,"CLEANER, HOUSEKEEPING",6,6.97,HR,8.16,HR
C-07240-27486,10/11/07,8/28/07,DENIED,UT,10/1/07,1/31/08,"NATURAL SPRINGS, LLC","125 EAST MAIN ST., #303",,AMERICAN FORK,UT,84003,SVETLANA SCHREIBER,"1370 ONTARIO ST., #1620",CLEVELAND,OH,SALES CLERK,0,7.29,HR,7.49,HR
A-07254-27779,10/11/07,9/11/07,DENIED,ME,12/1/07,12/1/08,LILY MAY P. JOY,185 MORSE ROAD,,KNOX,ME,04986,,,,,CHILD MONITOR,0,7.64,HR,7.64,HR
C-07278-28237,10/11/07,10/5/07,CERTIFIED,AR,1/1/08,10/31/08,"WEST TREE SERVICE, INC",6300 FORBING RD,P.O.BOX 4725,LITTLE ROCK,AR,72214,GLENDA CABRERA,LABOR CONSULTANTS INTERNATIONAL,POST FALLS,ID,HIGHWAY MAINTENANCE WORKER,90,7.96,HR,8.62,HR
C-07278-28234,10/11/07,10/5/07,CERTIFIED,AR,12/1/07,9/30/08,"MOUNTAIN WOOD FORESTRY, INC",1130 YEARLY DR.,,MARSHALL,AR,72650,"AGWORKS, INC.",POST OFFICE 580,LAKE PARK,GA,FOREST WORKER,20,8.76,HR,8.76,HR
A-07250-27710,10/11/07,9/7/07,DENIED,FL,11/1/07,10/30/08,"S & J ROOFING  CONTRACTORS, INC.",173 WEST 22 STREET,,HIALEAH,FL,33010,ANTONIA CANERO,ANTONIA CANERO P.A,MIAMI,FL,CONSTRUCTION WORKER II,0,7.86,HR,9.63,HR
A-07253-27740,10/11/07,9/10/07,CERTIFIED,FL,12/1/07,9/30/08,EMERALD COAST HOSPITALITY SERVICE INC. DBW  DOUBLE,4928/B BEACH DRIVE,,PANAMA CITY BEACH,FL,32408,,,,,"CLEANER, HOUSEKEEPING",47,7.37,HR,7.4,HR
A-07271-28138,10/11/07,9/28/07,PARTIAL CERTIFIED,MS,1/1/08,10/31/08,"UNION FORESTRY LABOR, INC.",PO BOX 1074,,ACKERMAN,MS,39735,JANAIRA P. JOHNSON,LABOR CONSULTANTS INTERNATIONAL,POST FALLS,ID,TREE PLANTER,60,8.86,HR,8.86,HR
A-07255-27787,10/11/07,9/12/07,PARTIAL CERTIFIED,GA,10/8/07,11/30/07,"LANDSCAPES UNLIMITED, LLC",1201 ARIES DRIVE,,LINCOLN,NE,68512,GRACE S. KAN,"KAN LAW, PC",IRVING,TX,"LABORER, LANDSCAPE",40,7.27,HR,7.27,HR
A-07248-27618,10/11/07,9/4/07,CERTIFIED,ME,12/1/07,3/31/08,COZY HARBOR SEAFOOD,75 SAINT JOHN STREET,,PORTLAND,ME,04102,,,,,"TRIMMER, MEAT",25,7.52,HR,8.5,HR
C-07261-27925,10/11/07,9/18/07,CERTIFIED,CO,1/1/08,8/31/08,GILLETTE MANAGEMENT/DBA KFC/TACO BELL,P.O. BOX 773174/635 SNAP DRAGON WAY,,STEAMBOAT SPRINGS,CO,80477,"VIABLE RESOURCES, COLLEEN J MILLER",40207 LINDSAY DR.,STEAMBOAT SPRINGS,CO,"COOK, FAST FOOD",6,7.2,HR,7.2,HR
C-07284-28309,10/11/07,10/9/07,CERTIFIED,TX,10/1/07,8/1/08,"PERMIAN ROD OPERATIONS, LLC",9009 N COUNTY ROAD WEST,,ODESSA,TX,79764,"MOSES APSAN, ESQ","LAW OFFICE OF MOSES APSAN, P.C",ASTORIA,NY,PRODUCTION HELPER,5,6.64,HR,6.64,HR
C-07254-27762,10/11/07,9/11/07,CERTIFIED,NE,10/1/07,1/31/08,"NIR BROS, INC.",3001 S. 144TH STREET,,OMAHA,NE,68144,"KATE L. RAYNOR, ESQ.","15720 VENTURA BLVD, SUITE 312",ENCINO,CA,SALES CLERK,22,6.68,HR,6.68,HR
C-07254-27773,10/11/07,9/11/07,CERTIFIED,SC,10/1/07,1/31/08,"NIR BROS, INC.","2522 W. 41ST STREET, #140",,SIOUX FALL,SD,57105,"KATE L. RAYNOR, ESQ.",LAW OFFICES OF KATE L. RAYNOR,ENCINO,CA,SALES CLERK,10,6.73,HR,6.73,HR
A-07250-27701,10/11/07,9/7/07,DENIED,NC,10/1/07,12/31/07,"PIC ENERGY SERVICES, INC.",1165 NORTHCHASE PARKWAY,4TH FLOOR,MARIETTA,GA,30067,"HON-VINH DUONG, ESQ.",TROUTMAN SANDERS LLP,ATLANTA,GA,"SUPERVISOR, BOILERMAKING",0,24.97,HR,28.87,HR
C-07240-27440,10/11/07,8/27/07,DENIED,LA,10/1/07,5/31/08,"ANALYTIC STRESS RELIEVING, INC.",117 BOARD ROAD,,LAFAYETTE,LA,70508,JERI ANN H. FLYNN,"LAW OFFICES OF JERI ANN H. FLYNN, APLC",BATON ROUGE,LA,HEAT TREATER I,0,15.39,HR,18,HR
A-07257-27840,10/11/07,9/13/07,CERTIFIED,FL,11/1/07,9/1/08,"CENTURY SHIP SERVICE, INC.",3900 WEST PARK ROAD,,HOLLYWOOD,FL,33021,"SCOTT D. HERSHENSON, ESQ.","HARRY D. POLATSEK, PA",FORT LAUDERDALE,FL,ELECTRICIAN HELPER,6,11.48,HR,11.48,HR
A-07261-27928,10/11/07,9/17/07,DENIED,FL,11/15/07,8/15/08,"ESYKES ENTERPRISE, INC.",156 NICOLE LANE,,CRESTVIEW,FL,32539,JAMES H. TIPLER,THE IMMIGRATION CENTERS,FT. WALTON BEACH,FL,COOK,0,9.73,HR,18,HR
A-07263-27987,10/11/07,9/20/07,DENIED,FL,11/15/07,9/15/08,"A-1 ELECTRIC OF DESTIN, INC.",735 KELLY  ST.,,DESTIN,FL,32541,JAMES H. TIPLER,THE IMMIGRATION CENTERS,FT. WALTON BEACH,FL,ELECTRICIAN,0,16.71,HR,20,HR
A-07267-28063,10/11/07,9/24/07,CERTIFIED,NY,11/1/07,11/1/08,SOMSAK VANICHPONG,50 BURDA AVENUE,,NEW CITY,NY,10956,,,,,CHILD MONITOR,1,11.31,HR,15,HR
C-07284-28305,10/12/07,10/9/07,CERTIFIED,TX,1/1/08,10/31/08,HILTON GARDEN INN,2310 N. IH-35,,ROUND ROCK,TX,78681,TEXAS STAFFING RESOURCES,2101 VAN HORN,CEDAR PARK,TX,HOUSEKEEPER,30,6.75,HR,7.5,HR
C-07284-28314,10/12/07,10/9/07,PARTIAL CERTIFIED,AZ,11/15/07,5/31/08,WESTWARD LOOK RESORT,245 EAST INA ROAD,,TUCSON,AZ,85704,DOROTHY NICHOLSON,"WALKERS CONSULTING, INC.",ROSEDALE,NY,"CLEANER, HOUSEKEEPING",20,6.75,HR,7.5,HR
C-07284-28296,10/12/07,10/9/07,CERTIFIED,KS,9/15/07,12/31/07,GREAT BEND PACKING (DIVISION OF JOHN MORRELL),30 SOUTH EAST 10 ROAD,,GREAT BEND,KS,67530,KEVIN OPP,"EMPLOYMENT USA, LLC",ABERDEEN,SD,MEAT DRESSER,30,9.45,HR,9.45,HR
C-07283-28268,10/12/07,10/9/07,CERTIFIED,OH,11/1/07,9/30/08,MILLER WELDMASTER CORP.,4220 ALABAMA AVENUE,,NAVARRE,OH,44662,AK CONSULTANTS,"8953 WOODMAN AVENUE, SUITE 203",ARLETA,CA,"SALES REPRESENTATIVE, INDUSTRIAL MACHINERY",1,4043,MTH,4043,MTH
A-07247-27569,10/12/07,9/4/07,CERTIFIED,KY,10/1/07,5/31/08,"EAGLE INDUSTRIES, LLC",610 DOUBLE SPRINGS ROAD,,BOWLING GREEN,KY,42101,"DAVID FUNKE, ESQ.",6461 WEST HWY 146,CRESTWOOD,KY,TRIMMING MACHINE SET UP OPERATOR,45,7.66,HR,7.66,HR
A-07267-28038,10/12/07,9/24/07,DENIED,MD,10/1/07,8/30/08,"IRON MASTERS, INC.",7849 CESSNA AVENUE,,GAITHERSBURG,MD,20879,ELIZABETH KRUKOVA,"NATIONAL CAPITAL LEGAL SERVICES, INC.",FALLS CHURCH,VA,ORNAMENTAL METAL WORKER,0,16.91,HR,17,HR
A-07276-28211,10/12/07,10/3/07,DENIED,FL,11/15/07,8/1/08,"PROFESSIONAL MANAGEMENT STAFFING, INC. D/B/A STAFF",4699 NW 7TH AVENUE,,MIAMI,FL,33127,"MOSES APSAN, ESQ.","LAW OFFICE OF MOSES APSAN, P.C",ASTORIA,NY,"CLEANER, HOUSEKEEPING",0,6.85,HR,6.85,HR
A-07248-27661,10/12/07,9/5/07,DENIED,PA,10/1/07,6/30/08,"TLC PHILADELPHIA STADIUMS, INC.",797 TREE LANE,,WEST CHESTER,PA,19380,MATTHEW L. HIRSCH,LAW OFFICE OF MATTHEW L. HIRSCH,WAYNE,PA,"FOOD SERVICE WORKER, HOSPITAL",0,7.29,HR,8.41,HR
A-07283-28292,10/12/07,10/10/07,CERTIFIED,MS,11/10/07,6/30/08,AMIGOS FORESTRY SERVICES,217 ST. JOSEPH STREET,,ALICE,TX,78332,USAMEX LTD. CO.,"DAVID DONALDSON, MANAGER",BALD KNOB,AR,TREE PLANTER,64,8.78,HR,8.78,HR
