CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-11199-55246,28-Jul-11,18-Jul-11,CERTIFIED,H-2B,PA,1-Oct-11,15-Dec-11,WILLIAMS FORESTRY & ASSOCIATES,377 SUNSET DR. SE,PO BOX 1543,CALHOUN,GA,30703,GINNY MUILENBURG,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,26,26,9.6,HR,9.6,HR
C-11165-55030,29-Jun-11,14-Jun-11,PARTIAL CERTIFIED,H-2B,NC,1-Jul-11,30-Mar-12,GREEN MOUNTAIN FORESTRY LLC,1087 BUCKNER ROAD,,RINGGOLD,GA,30735,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,35,32,7.36,HR,7.36,HR
C-10237-50911,18-Oct-10,25-Aug-10,PARTIAL CERTIFIED,H-2B,LA,1-Nov-10,30-Jun-11,"P&R FORESTRY, LLC",3925 DUNNAGAN ROAD,,ROCKY FACE,GA,30740,GINNY MUILENBURG,COEUR D' ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,60,58,7.75,HR,7.75,HR
C-10251-50996,18-Oct-10,8-Sep-10,PARTIAL CERTIFIED,H-2B,GA,1-Oct-10,30-Jun-11,"P&R FORESTRY, LLC",3925 DUNNAGAN ROAD,,ROCKY FACE,GA,30740,GINNY MUILENBURG / LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,120,117,7.25,HR,7.25,HR
C-11201-55267,3-Aug-11,20-Jul-11,PARTIAL CERTIFIED,H-2B,WA,15-Oct-11,30-Jun-12,"P&R FORESTRY, LLC",3925 DUNNAGAN ROAD,PO BOX 1597,ROCKY FACE,GA,30740,GINNY MUILENBURG,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,50,46,7.36,HR,7.36,HR
C-11208-55310,12-Aug-11,27-Jul-11,PARTIAL CERTIFIED,H-2B,NC,1-Sep-11,30-Jun-12,P&R FORESTRY,3925 DUNNAGAN ROAD,PO BOX 1597,ROCKY FACE,GA,30740,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,50,49,7.36,HR,7.36,HR
C-11234-55448,14-Sep-11,22-Aug-11,DENIED,H-2B,GA,15-Jul-11,15-Jul-12,C AND C CONCRETE AND GRADING,157 NORTHLAKE DRIVE,,KEYSVILLE,GA,30816,,,GA,844.461-010,Concrete-Stone Finisher,472051,Cement Masons and Concrete Finishers,CONCRETE STONE FINISHER,20,0,400,WK,400,WK
C-10313-51623,19-Nov-10,9-Nov-10,PARTIAL CERTIFIED,H-2B,GA,1-Feb-11,30-Nov-11,"LANDSCAPE MAINTENANCE, LLC",9489 WHITFIELD AVE. #52,,SAVANNAH,GA,31420,SARAH E FARRELL,VASS,NC,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",100,97,8.5,HR,8.5,HR
C-11007-53197,13-Jan-11,7-Jan-11,CERTIFIED,H-2B,GA,1-Apr-11,30-Nov-11,"FAMILY ATTRACTIONS AMUSEMENTS, LLC",1709A GORNTO ROAD # 379,,VALDOSTA,GA,31601,JAMES KENDRICK JUDKINS,RIO HONDO,TX,341.367-010,Recreation-Facility Attendant,393091,Amusement and Recreation Attendants,RECREATION FACILITY ATTENDANT,30,30,,,,
C-10316-51720,17-Nov-10,12-Nov-10,PARTIAL CERTIFIED,H-2B,GA,1-Feb-11,1-Dec-11,HAHIRA NURSERY INC DBA QC LANDSCAPING,837 UNION RD,PO BOX 292,HAHIRA,GA,31632,RITA ROMERO,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",15,7,7.58,HR,7.58,HR
C-11130-54873,3-Jun-11,10-May-11,CERTIFIED,H-2B,GA,20-May-11,20-Mar-12,"ROBBINS COMMERCIAL MAINTENANCE COMPANY, INC.",709 EWING FARM ROAD,,ASHBURN,GA,31714,,,,842.361-030,Dry-Wall Applicator,472081,Drywall and Ceiling Tile Installers,DRY WALL APPLICATOR,26,26,13.55,HR,13.55,HR
C-11206-55295,25-Aug-11,25-Jul-11,DENIED,H-2B,GA,,,"MCCLESKEY MILLS, INC.",197 RHODES STREET,P.O. BOX 98,SMITHVILLE,GA,31787,RAMON JAVIER FAJALDO,LILBURN,GA,409.687-010,"Inspector-Grader, Agricultural Establishment",452041,"Graders and Sorters, Agricultural Products","INSPECTOR GRADER, AGRICULTURAL ESTABLISHMENT",1,0,,,,
C-11201-55274,16-Aug-11,20-Jul-11,PARTIAL CERTIFIED,H-2B,GA,14-Oct-11,13-Apr-12,TYLER FORESTRY,3732 DR DERYL HART ROAD,,BUENA VISTA,GA,31803,J. MULINAX,LAKE PARK,GA,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,58,16,9.8,HR,9.8,HR
C-11179-55127,15-Jul-11,28-Jun-11,PARTIAL CERTIFIED,H-2B,GA,3-Oct-11,27-Apr-12,PUTNAM BROKERS,ROUTE 2 WATERWORKS ROAD,POB 510,SPARTA,GA,31807,J. MULLINAX,LAKE PARK,GA,452.687-018,Tree Planter,454011,Forest and Conservation Workers,TREE PLANTER,25,23,9.81,HR,9.81,HR
C-11224-55400,20-Sep-11,12-Aug-11,DENIED,H-2B,GA,1-Sep-11,1-Sep-12,WILLIE DOWNER,3888 PIEDMONT LAKE ROAD,,PINE MOUNTAIN,GA,31822,,,,301.677-010,Child Monitor,399011,Child Care Workers,CHILD MONITOR,1,0,7.25,HR,7.25,HR
C-11188-55179,13-Jul-11,7-Jul-11,PARTIAL CERTIFIED,H-2B,FL,1-Oct-11,30-Jun-12,"MULCH MANUFACTURING, INC.",446195 HWY 301 S.,"6747 TAYLOR ROAD SW, REYNOLDSBURG, OH 43068",CALLAHAN,FL,32011,EVELYN AMANDA WRIGHT,ROSELAND,VA,920.587-018,"Packager, Hand",537064,"Packers and Packagers, Hand","PACKAGER, HAND",80,55,,,,
C-11241-55489,19-Sep-11,29-Aug-11,CERTIFIED,H-2B,FL,1-Oct-11,31-May-12,"HAMMOCK DUNES CLUB, INC.",30 AVENUE ROYALE,,PALM COAST,FL,32137,ALI REZA KESHMIRI,WASHINGTON,DC,350.677-030,Waiter/Waitress,353031,Waiters and Waitresses,WAITER/WAITRESS,8,4,8.06,HR,8.06,HR
C-11014-53394,21-Jan-11,14-Jan-11,CERTIFIED,H-2B,FL,1-Apr-11,30-Nov-11,"WK EVENTS, INC. DBA INTERSTATE AMUSEMENTS OF AMERI",674 TOMOKA FARMS ROAD,,NEW SMYMA BEACH,FL,32168,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,40,40,311.6,WK,311.6,WK
C-10313-51605,26-Nov-10,9-Nov-10,PARTIAL CERTIFIED,H-2B,FL,15-Feb-11,15-Dec-11,"CYPRESS LANDSCAPE MANAGEMENT, INC.",13984 WEBB RD.,,JACKSONVILLE,FL,32218,"ROBERT LEE WINGFIELD/ AMIGOS LABOR SOLUTIONS, INC.",DALLAS,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",60,57,8.46,HR,8.46,HR
C-10299-51347,8-Nov-10,26-Oct-10,PARTIAL CERTIFIED,H-2B,FL,1-Feb-11,15-Nov-11,"TLC TOTAL LAWN CARE, INC.",6655 BLANDING BLVD,,JACKSONVILLE,FL,32244,"ELIZABETH D. WHITLEY/ MASLABOR H2B, LLC",LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",25,23,8.46,HR,8.46,HR
C-11041-53964,7-Mar-11,10-Feb-11,CERTIFIED,H-2B,FL,15-Mar-11,20-Nov-11,"K.T. LANDSCAPE & LAWN MAINTENANCE, INC.",PO BOX 54820,,JACKSONVILLE,FL,32245,JAMES KENDRICK JUDKINS,RIO HONDO,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",7,7,8.46,HR,8.46,HR
C-11003-52981,7-Jan-11,3-Jan-11,CERTIFIED,H-2B,FL,1-Apr-11,30-Nov-11,"ALL PRO LAND CARE OF TALLAHASSEE, INC",2800 MAHAN DRIVE,,TALLAHASSEE,FL,32308,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",25,25,8.46,HR,8.46,HR
C-11223-55388,17-Aug-11,11-Aug-11,CERTIFIED,H-2B,FL,1-Oct-11,30-Jun-12,"LEAVINS SEAFOOD, INC.",P.O.BOX 596,,APALACHICOLA,FL,32329,CONNIE CHAVEZ,RIO HONDO,TX,449.687-010,Oyster Floater,453011,Fishers and Related Fishing Workers,OYSTER FLOATER,15,15,8.72,HR,8.72,HR
C-10342-52195,29-Dec-10,8-Dec-10,DENIED,H-2B,FL,15-Feb-11,30-Nov-11,"AJ'S JANITORIAL & HANDYMAN SERVICES, LLC","1420 BALBOA AVE., SUITE H64",,PANAMA CITY,FL,32401,"JON EDWIN CLARK/EDUCATIONAL WORLD, INC.",NORTH PORT,FL,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",150,0,7.71,HR,7.71,HR
C-11014-53404,13-Apr-11,14-Jan-11,DENIED,H-2B,FL,15-Feb-11,30-Nov-11,"AJ'S JANITORIAL & HANDYMAN SERVICES, LLC","1420 BALBOA AVE., SUITE H64",,PANAMA CITY,FL,32401,JON EDWIN CLARK,NORTH PORT,FL,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",150,0,7.71,HR,7.71,HR
C-10340-52159,8-Dec-10,6-Dec-10,PARTIAL CERTIFIED,H-2B,FL,1-Mar-11,31-Oct-11,"HILTON INC, DBA PARADISE FOUND RESORTS & HOTELS",11127 FRONT BEACH ROAD,,PANAMA CITY BEACH,FL,32407,JAY C. RUBY,ATLANTA,GA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",150,149,,,,
C-10343-52204,13-Dec-10,9-Dec-10,PARTIAL CERTIFIED,H-2B,FL,1-Mar-11,31-Oct-11,HILTON INC. DBA PARADISE FOUND RESORTS & HOTELS,11127 FRONT BEACH ROAD,,PANAMA CITY BEACH,FL,32407,JAY C. RUBY/ OGLETREE DEAKINS,ATLANTA,GA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",30,28,8.95,HR,8.95,HR
C-11014-53401,13-Apr-11,14-Jan-11,PARTIAL CERTIFIED,H-2B,FL,15-Feb-11,30-Nov-11,"OASEAS, LLC",5908 THOMAS DRIVE,,PANAMA CITY BEACH,FL,32408,JON EDWIN CLARK,NORTH PORT,FL,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",150,150,7.71,HR,7.71,HR
C-10313-51601,15-Nov-10,9-Nov-10,PARTIAL CERTIFIED,H-2B,FL,14-Feb-11,14-Dec-11,"GRASS ROOTS LAWN & LANDSCAPE, INC.",206 ROGERS DRIVE,,FREEPORT,FL,32439,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",12,11,9,HR,9,HR
C-11041-53971,4-Mar-11,10-Feb-11,PARTIAL CERTIFIED,H-2B,FL,12-Apr-11,29-Jul-11,WEBB SEAFOOD,12603 HIGHWAY 231,,YOUNGSTOWN,FL,32466,J. MULLINAX,LAKE PARK,GA,529.686-070,Production Helper,537063,Machine Feeders and Offbearers,PRODUCTION HELPER,35,28,9.2,HR,9.2,HR
C-11172-55061,27-Jun-11,21-Jun-11,PARTIAL CERTIFIED,H-2B,FL,3-Oct-11,31-Jul-12,WEBB SEAFOOD,12603 HIGHWAY 231,,YOUNGSTOWN,FL,32466,J. MULLINAX,LAKE PARK,GA,529.687-094,General Helper,519198,Helpers--Production Workers,GENERAL HELPER,47,40,9.2,HR,9.2,HR
C-10298-51329,10-Nov-10,25-Oct-10,PARTIAL CERTIFIED,H-2B,FL,1-Sep-10,1-Jun-11,MONTERREY MEXICAN GRILL INC.,5030 BAYOU BLVD.,,PENSACOLA,FL,32503,,,,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,8,7,8.54,HR,8.54,HR
C-10314-51635,16-Nov-10,10-Nov-10,PARTIAL CERTIFIED,H-2B,FL,15-Feb-11,15-Dec-11,"GULF COAST ENVIRONMENTAL CONTRACTORS, INC.",18 SIMON COURT,,PENSACOLA,FL,32505,ROBERT LEE WINGFIELD,DALLAS,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",9,5,8.52,HR,8.52,HR
C-10326-51946,29-Nov-10,22-Nov-10,CERTIFIED,H-2B,FL,15-Feb-11,15-Dec-11,"PERDUE LAWN SERVICES, INC.",3211 BARRANCAS AVE.,,PENSACOLA,FL,32507,ROBERT L. WINGFIELD,DALLAS,TX,408.161-010,Landscape Gardener,373011,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,12,12,,,,
C-10361-52746,3-Jan-11,27-Dec-10,PARTIAL CERTIFIED,H-2B,FL,1-Apr-11,15-Dec-11,"PENSACOLA LANDSCAPING & LAWN CARE, INC.",7795 GROW DR.,,PENSACOLA,FL,32514,ROBERT L. WINGFIELD,DALLAS,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",45,29,8.56,HR,8.56,HR
C-10319-51749,29-Nov-10,12-Nov-10,PARTIAL CERTIFIED,H-2B,FL,1-Sep-10,1-Jun-11,MONTERREY MEXICAN GRILL #2,5190 MOBILE HWY.,,PENSACOLA,FL,32526,,,,305.281-010,Cook,352013,"Cooks, Private Household",COOK,10,9,8.54,HR,8.54,HR
C-10322-51896,24-Nov-10,18-Nov-10,PARTIAL CERTIFIED,H-2B,FL,1-Mar-11,18-Nov-11,BAKER FARM CENTER,5847 HIGHWAY 189 NORTH,,BAKER,FL,32531,J. MULLINAX/ USA WORKS/ CSI,LAKE PARK,GA,382.664-010,Janitor,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",JANITOR,10,6,7.72,HR,7.72,HR
C-11003-52970,26-Jan-11,3-Jan-11,CERTIFIED,H-2B,FL,1-Mar-11,1-Nov-11,JAMAICAN ME CLEAN LLC,2199 HAGOOD LOOP,,CRESTVIEW,FL,32536,RICHARD ARLEN ALVOID,PENSACOLA,FL,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",20,20,8.12,HR,8.12,HR
C-10316-51702,30-Nov-10,12-Nov-10,CERTIFIED,H-2B,FL,1-Oct-10,1-Jul-11,PLAN B BUILDING AND MAINTENANCE LLC,981-3 HWY. 98 SUITE 256,,DESTIN,FL,32541,,,,,,,,,25,25,12.19,HR,12.19,HR
C-10343-52205,29-Dec-10,9-Dec-10,DENIED,H-2B,FL,25-Feb-11,31-Oct-11,"COASTAL VENTURES MANAGEMENT, LLC",4010 COMMONS DRIVE W SUITE 120,,DESTIN,FL,32541,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",50,0,7.75,HR,7.75,HR
C-10343-52218,3-Jan-11,9-Dec-10,DENIED,H-2B,FL,25-Feb-11,31-Oct-11,"COASTAL VENTURES MANAGEMENT, LLC",4010 COMMONS DRIVE W,SUITE 120,DESTIN,FL,32541,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",70,0,8.3,HR,8.3,HR
C-11004-53005,11-Jan-11,4-Jan-11,CERTIFIED,H-2B,FL,1-Apr-11,15-Oct-11,DESTIN FIRE CONTROL DISTRICT,848 AIRPORT ROAD,,DESTIN,FL,32541,"KENDRA S KEMBEL, ESQ.",ENOLA,PA,379.364-014,Beach Lifeguard,339092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",BEACH LIFEGUARD,5,5,14.67,HR,14.67,HR
C-11045-54025,14-Feb-11,9-Dec-10,DENIED,H-2B,FL,25-Feb-11,31-Oct-11,"COASTAL VENTURES MANAGEMENT, LLC",4010 COMMONS DRIVE W,SUITE 120,DESTIN,FL,32541,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",50,0,7.75,HR,7.75,HR
C-11041-53958,11-Apr-11,10-Feb-11,CERTIFIED,H-2B,FL,1-Apr-11,30-Nov-11,"COASTAL VENTURES MANAGEMENT, LLC",4010 COMMONS DRIVE W,SUITE 120,DESTIN,FL,32541,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",45,45,8.15,HR,8.15,HR
C-10302-51415,12-Nov-10,29-Oct-10,PARTIAL CERTIFIED,H-2B,FL,1-Feb-11,1-Nov-11,BEACH RESORT INVESTMENT CORPORATION DBA RAMADA PLA,1500 MIRACLE STRIP PARKWAY SE,,FT. WALTON BEACH,FL,32548,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",60,49,0,HR,8.12,HR
C-10343-52209,13-Dec-10,9-Dec-10,PARTIAL CERTIFIED,H-2B,FL,16-Feb-11,15-Nov-11,"SANDESTIN INVESTMENTS, LLC DBA SANDESTIN GOLF AND",9300 EMERALD COAST PKWY WEST,,DESTIN,FL,32550,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",108,106,,HR,10,HR
C-10348-52263,17-Dec-10,14-Dec-10,PARTIAL CERTIFIED,H-2B,FL,2-Mar-11,15-Nov-11,SANDESTIN INVESTMENTS LLC DBA SANDESTIN GOLF AND B,9300 EMERALD COAST PARKWAY WEST,,DESTIN,FL,32550,,,,237.367-038,Receptionist,434171,Receptionists and Information Clerks,RECEPTIONIST,15,13,9.09,HR,9.09,HR
C-10348-52264,17-Dec-10,14-Dec-10,CERTIFIED,H-2B,FL,2-Mar-11,15-Nov-11,SANDESTIN INVESTMENTS LLC DBA SANDESTIN GOLF AND B,9300 EMERALD COAST PARKWAY WEST,,DESTIN,FL,32550,,,,350.677-030,Waiter/Waitress,353031,Waiters and Waitresses,WAITER/WAITRESS,20,20,7.8,HR,7.8,HR
C-10349-52268,20-Dec-10,15-Dec-10,CERTIFIED,H-2B,FL,2-Mar-11,15-Nov-11,SANDESTIN INVESTMENTS LLC DBA SANDESTIN GOLF AND B,9300 EMERALD COAST PARKWAY WEST,,DESTIN,FL,32550,,,,305.281-010,Cook,352013,"Cooks, Private Household",COOK,20,20,10,HR,10,HR
C-10349-52269,20-Dec-10,15-Dec-10,CERTIFIED,H-2B,FL,2-Mar-11,15-Nov-11,SANDESTIN INVESTMENTS LLC DBA SANDESTIN GOLF AND B,9300 EMERALD COAST PARKWAY WEST,,DESTIN,FL,32550,,,,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",10,10,10,HR,10,HR
C-10260-51058,4-Oct-10,17-Sep-10,PARTIAL CERTIFIED,H-2B,FL,1-Oct-10,1-Jun-11,LA RUMBA OF NICEVILLE,1128 EAST JOHN SIMMS PARKWAY,,NICEVILLE,FL,32578,,,,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,7,7,8.89,HR,8.89,HR
C-11004-53019,11-Jan-11,4-Jan-11,CERTIFIED,H-2B,FL,1-Mar-11,18-Dec-11,BAYOU LAWN SERVICES DBA SCHWAB'S ENTERPRISES OF NO,489 VALPARAISO PARKWAY,,VALPARAISO,FL,32580,GINNY MUILENBURG,COEUR D'ALENE,ID,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",22,22,8.52,HR,8.52,HR
C-10300-51381,19-Nov-10,27-Oct-10,DENIED,H-2B,FL,10-Aug-10,10-Apr-11,"BROTHERS OF NORTHWEST FLORIDA EMPLOYMENT SERVICES,",6223 MOHAWK TRAIL,,MILTON,FL,32583,STEPHEN SAMUELS/ BURNETT LAW FIRM,MOBILE,AL,520.687-046,"Mexican Food Maker, Hand",519198,Helpers--Production Workers,"MEXICAN FOOD MAKER, HAND",10,0,7.25,HR,7.25,HR
C-11045-54013,18-Feb-11,14-Feb-11,PARTIAL CERTIFIED,H-2B,FL,1-Apr-11,15-Dec-11,FLORIDA LAWNS,6424 NW 18TH DR.,,GAINESVILLE,FL,32653,BRANDI  COWAN,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10,6,8.62,HR,8.62,HR
C-11039-53901,15-Feb-11,8-Feb-11,PARTIAL CERTIFIED,H-2B,FL,1-Apr-11,1-Dec-11,"CAROL KING LANDSCAPE MAINTENANCE, INC.",7032 OLD CHENEY HIGHWAY,,ORLANDO,FL,32807,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",48,42,,,,
C-10341-52184,15-Dec-10,7-Dec-10,CERTIFIED,H-2B,FL,1-Feb-11,30-Nov-11,"STRATES SHOWS, INC.",10600 ORANGE AVENUE,,ORLANDO,FL,32824,"JOE A. NICHOLS, ESQ",SANFORD,FL,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,54,54,,,,
C-10321-51842,6-Dec-10,17-Nov-10,CERTIFIED,H-2B,FL,1-Nov-10,15-Jun-11,"FLORIDA PREMIER SOCCER, LLC.",13662 CRYSTAL RIVER DRIVE,,ORLANDO,FL,32828,GREGORY J VARTANIAN,BOSTON,MA,153.227-018,"Instructor, Sports",399031,Fitness Trainers and Aerobics Instructors,"INSTRUCTOR, SPORTS",15,15,11,HR,11,HR
C-10354-52513,23-Dec-10,20-Dec-10,CERTIFIED,H-2B,FL,1-Apr-11,23-Nov-11,"FAIRPLAY GAMES, INC.",7651 ASHLEY PARK COURT,SUITE 408 - #306,ORLANDO,FL,32835,"ROBERT WAYNE PIERCE / THE PIERCE LAW FIRM, LLC",ANNAPOLIS,MD,342.657-014,Game Attendant,393091,Amusement and Recreation Attendants,GAME ATTENDANT,14,14,7.75,HR,7.75,HR
C-11080-54513,1-Apr-11,21-Mar-11,DENIED,H-2B,FL,1-Jul-11,1-Jul-14,"MILLENNIUM MEDICAL MANAGEMENT, LLC DBA DEUK SPINE",6905 N. WICKHAM ROAD,STE 201,MELBOURNE,FL,32940,MARIO  MUSIL,COCOA,FL,070.101-078,"Physician, Occupational",291062,Family and General Practitioners,"PHYSICIAN, OCCUPATIONAL",1,0,225000,YR,225000,YR
C-11076-54484,22-Apr-11,17-Mar-11,DENIED,H-2B,FL,1-Apr-11,1-Apr-12,"RENCO ELECTRONICS, INC.",595 INTERNATIONAL PLACE,,ROCKLEDGE,FL,32955,,,,221.387-026,Expediter Clerk,435061,"Production, Planning, and Expediting Clerks",EXPEDITER CLERK,1,0,8,HR,8,HR
C-11173-55062,28-Jun-11,22-Jun-11,PARTIAL CERTIFIED,H-2B,FL,1-Oct-11,31-May-12,JOHN'S ISLAND CLUB INC.,3 JOHN'S ISLAND DRIVE,,VERO BEACH,FL,32963,EMILIO FERNANDO MARTINEZ,MIAMI,FL,311.677-018,Dining Room Attendant,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,115,109,7.98,HR,7.98,HR
C-11179-55119,15-Jul-11,28-Jun-11,PARTIAL CERTIFIED,H-2B,FL,1-Oct-11,1-Jun-12,"ORCHID ISLAND GOLF AND BEACH CLUB, INC.",ONE BEACHSIDE DRIVE,,ORCHID,FL,32963,JOHN MCNAMARA/THE MCNAMARA FIRM L.P.,AUSTIN,TX,350.677-030,Waiter/Waitress,353031,Waiters and Waitresses,WAITER/WAITRESS,28,25,7.58,HR,7.58,HR
C-11179-55121,15-Jul-11,28-Jun-11,PARTIAL CERTIFIED,H-2B,FL,1-Oct-11,1-Jun-12,"ORCHID ISLAND GOLF AND BEACH CLUB, INC.",ONE BEACHSIDE DRIVE,,ORCHID,FL,32963,"JOHN MCNAMARA,",AUSTIN,TX,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,10,8,,,,
C-11201-55272,26-Jul-11,20-Jul-11,PARTIAL CERTIFIED,H-2B,FL,22-Oct-11,13-May-12,QUAIL VALLEY GOLF CLUB,2345 HWY A1A,,VERO BEACH,FL,32963,JOHN MCNAMARA,AUSTIN,TX,311.677-018,Dining Room Attendant,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,22,14,7.98,HR,7.98,HR
C-11230-55427,24-Aug-11,18-Aug-11,CERTIFIED,H-2B,FL,15-Oct-11,31-May-12,WINDSOR CLUB DBA WINDSOR COUNTRY CLUB,3125 WINDSOR BLVD.,,VERO BEACH,FL,32963,MATTHEW S. DUNN,NEW YORK,NY,350.677-030,Waiter/Waitress,353031,Waiters and Waitresses,WAITER/WAITRESS,18,18,10,HR,10,HR
C-11252-55531,30-Sep-11,9-Sep-11,DENIED,H-2B,FL,1-Oct-11,1-Jun-12,"REDSTICK GOLF CLUB, INC.",8350 58TH AVENUE,,VERO BEACH,FL,32967,JEFFREY A. DEVORE,PALM BEACH GARDENS,FL,350.677-030,Waiter/Waitress,353031,Waiters and Waitresses,WAITER/WAITRESS,4,0,,,,
C-11115-54783,12-May-11,25-Apr-11,DENIED,H-2B,FL,1-Jul-11,1-Jul-12,"BARTELS USA, INCORPORATED DBA BARTELS DOORS",1855 GRIFFIN ROAD,A-366,DANIA BEACH,FL,33004,,,,250.357-022,Sales Representative,413099,"Sales Representatives, Services, All Other",SALES REPRESENTATIVE,1,0,9,HR,9,HR
