CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,APPLICATION_TYPE,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-10039-49258,25-Feb-10,8-Feb-10,CERTIFIED,H-2B,MA,1-Apr-10,15-Dec-10,NANTUCKET SEAFOOD,56 OLD SOUTH ROAD,,NANTUCKET,MA,02554,,,,311.472-010,FAST FOODS WORKER,8,8,9.85,HR,9.85,HR
C-10027-49077,26-Feb-10,27-Jan-10,DENIED,H-2B,MA,10-May-10,5-Nov-10,FINCH GROUP HOTELS AND RESORTS DBA NANTUCKET INN,1 MILLER'S LANE,,NANTUCKET,MA,02554,,,,321.137-010,HOUSEKEEPER,25,0,8.82,HR,8.82,HR
C-10039-49246,1-Mar-10,8-Feb-10,CERTIFIED,H-2B,MA,1-May-10,1-Nov-10,"NANTUCKET PERIWINKLE INC. DBA PERIWINKLE INN, SCAL",P.O. BOX 1816,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,323.687-014,"CLEANER, HOUSEKEEPING",2,2,8.82,HR,8.82,HR
C-10053-49428,9-Mar-10,22-Feb-10,CERTIFIED,H-2B,MA,1-Apr-10,15-Dec-10,DERRICK WIGGINS DBA WIGGINS PAINTING COMPANY,4 1/2 MACY'S LANE,PO BOX 2165,NANTUCKET,MA,02554,PATRICIA WARREN DBA INTERNATIONAL EMPLOYMENT SOLUT,TUNBRIDGE,VT,840.687-010,"PAINTER HELPER, SHIPYARD",15,15,9.99,HR,11.72,HR
C-10039-49257,15-Mar-10,8-Feb-10,DENIED,H-2B,MA,15-Mar-10,15-Dec-10,R.C. PAINT INCORP. DBA R.C. PAINTING,P.O. BOX 674,,NANTUCKET,MA,02554,,,,144.061-010,PAINTER,5,0,17.25,HR,17.25,HR
C-10070-49614,16-Mar-10,11-Mar-10,CERTIFIED,H-2B,MA,1-May-10,31-Oct-10,BARBARA MAY BOWMAN DBA CAPTAINS COTTAGES,2 NORTH BEACH STREET,PO BOX 628,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,321.137-010,HOUSEKEEPER,2,2,,,,
C-10036-49228,17-Mar-10,5-Feb-10,CERTIFIED,H-2B,MA,15-Mar-10,15-Dec-10,COWBOY'S MEAT MARKET & DELICATESSEN LLC,PO BOX 337,,NANTUCKET,MA,02554,,,,249.367-058,PARTS ORDER AND STOCK CLERK,8,8,9.01,HR,9.01,HR
C-10076-49672,22-Mar-10,17-Mar-10,CERTIFIED,H-2B,MA,15-May-10,15-Oct-10,THE WESTMOOR CLUB,10 WESTMOOR LANE,,NANTUCKET,MA,02554,MARK D.  CARCHIDI,YARMOUTH  PORT,MA,350.677-030,WAITER/WAITRESS,8,8,11.95,HR,11.95,HR
C-10043-49321,26-Mar-10,12-Feb-10,CERTIFIED,H-2B,MA,15-May-10,19-Oct-10,MIDISH CORPORATION D/B/A  THE TAVERN,2 HARBOUR SQUARE,,NANTUCKET,MA,02554,"JANE NICHOLS BISHOP, PEAK SEASON WORKFORCE,",WEST DENNIS,MA,311.677-018,DINING ROOM ATTENDANT,20,20,9.02,HR,9.02,HR
C-10085-49764,31-Mar-10,26-Mar-10,CERTIFIED,H-2B,MA,16-Apr-10,16-Oct-10,BRANT POINT INN,8 N. BEACH STREET,,NANTUCKET,MA,02554,MICHAEL DAVID HEFNER,PITTSFIELD,VT,323.687-014,"CLEANER, HOUSEKEEPING",2,2,8.82,HR,8.82,HR
C-10076-49673,31-Mar-10,17-Mar-10,CERTIFIED,H-2B,MA,15-May-10,15-Oct-10,THE WESTMOOR CLUB,10 WESTMOOR LANE,,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,321.137-010,HOUSEKEEPER,7,7,8.82,HR,8.82,HR
C-10076-49674,2-Apr-10,17-Mar-10,CERTIFIED,H-2B,MA,15-May-10,15-Oct-10,THE WESTMOOR CLUB,10 WESTMOOR LANE,,NANTUCKET,MA,02554,MARK D. CARCHIDI,YARMOUTH PORT,MA,313.361-014,COOK,9,9,11.44,HR,11.44,HR
C-10082-49726,8-Apr-10,23-Mar-10,CERTIFIED,H-2B,MA,7-May-10,31-Oct-10,ISLAND INN CORPORATION D/B/A CENTURY HOUSE,10 CLIFF RD,,NANTUCKET,MA,02554,MATTHEW LEE,BOSTON,MA,321.137-010,HOUSEKEEPER,4,4,,,,
C-10097-49828,12-Apr-10,7-Apr-10,CERTIFIED,H-2B,MA,25-May-10,15-Oct-10,MINGO CORPORATION D/B/A THE MUSE,PO BOX 2549,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.374-014,"COOK, SHORT ORDER",7,7,9.32,HR,9.32,HR
C-10106-49902,27-Apr-10,16-Apr-10,CERTIFIED,H-2B,MA,1-Jun-10,10-Nov-10,TRESSES CORPORATION DBA TRESSES & THE DAY SPA,117 PLEASANT STREET,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,334.374-010,MASSEUR/MASSEUSE,4,4,,,,
C-10106-49903,27-Apr-10,16-Apr-10,CERTIFIED,H-2B,MA,1-Jun-10,10-Nov-10,TRESSES CORPORATION,117 PLEASANT STREET,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,WEST DENNIS,MA,331.674-010,MANICURIST,4,4,9.51,HR,9.51,HR
C-10119-50009,12-May-10,29-Apr-10,CERTIFIED,H-2B,MA,15-May-10,15-Dec-10,BLACK- EYED SUSAN'S INC.,10 INDIA STREET,P.O. BOX 1048,NANTUCKET,MA,02554,,,,313.361-014,COOK,4,4,22.71,HR,22.71,HR
C-10127-50076,12-May-10,7-May-10,CERTIFIED,H-2B,MA,1-May-10,31-Oct-10,STRAIGHT WHARF RESTAURANT,P.O.BOX 1520,6 HARBOR SQUARE,NANTUCKET,MA,02554,"MARK D CARCHIDI ANTIOCH ASSOCIATES USA II, INC",YARMOUTH PORT,MA,319.484-010,"FOOD ASSEMBLER, KITCHEN",7,7,,,,
C-10123-50035,18-May-10,3-May-10,CERTIFIED,H-2B,MA,1-Jun-10,15-Dec-10,"DEVINE DEVELOPMENT I, LLC",61 CENTRE STREET,,NANTUCKET,MA,02554,,,,323.687-014,"CLEANER, HOUSEKEEPING",3,3,10,HR,10,HR
C-10159-50235,6-Jul-10,8-Jun-10,DENIED,H-2B,MA,15-Jun-10,20-Dec-10,I & E LLC DBA THE ROTARY RESTAURANT,1 SPARKS AVE,,NANTUCKET,MA,02554,,,,318.687-010,KITCHEN HELPER,8,0,8.58,HR,8.58,HR
C-09364-48376,15-Jan-10,30-Dec-09,CERTIFIED,H-2B,MA,4-Apr-10,29-Oct-10,BEN AND BILL'S CHOCOLATE EMPORIUM,20A CIRCUIT AVE.,,OAK BLUFFS,MA,02557,DANIEL REISNER,NEW YORK,NY,515.685-010,BATCH MAKER,5,5,11.81,HR,11.81,HR
C-10014-48757,19-Jan-10,13-Jan-10,CERTIFIED,H-2B,MA,15-Apr-10,15-Oct-10,"WESLEY HOTEL, INC.",P.O. BOX 2370,70 LAKE AVE.,OAK BLUFFS,MA,02557,"MARK D. CARCHIDI / ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,321.137-010,HOUSEKEEPER,8,8,8.82,HR,8.82,HR
C-10113-49958,28-Apr-10,23-Apr-10,CERTIFIED,H-2B,MA,28-May-10,12-Oct-10,DOUGLAS ISLAND DEVELOPMENT CORP.,29 LAKE AVENUE,,OAK BLUFFS,MA,02557,AMY ELLEN FERREIRA,MASHPEE,MA,319.484-010,"FOOD ASSEMBLER, KITCHEN",10,10,8.9,HR,8.9,HR
C-10138-50126,27-May-10,18-May-10,CERTIFIED,H-2B,MA,1-May-10,15-Oct-10,"TREAT YOURSELF, LLC",38A CIRCUIT AVENUE,,OAK BLUFFS,MA,02557,"MARILYN H. VUKOTA, ESQ",EDGARTOWN,MA,331.674-010,MANICURIST,2,2,,,,
C-09363-48243,4-Jan-10,28-Dec-09,CERTIFIED,H-2B,MA,1-Apr-10,15-Nov-10,"SANKATY HEAD GOLF CLUB, INC. DBA SANKATY HEAD GOLF",PO BOX 293,,NANTUCKET,MA,02564,JANE N. BISHOP,WEST DENNIS,MA,408.687-014,"LABORER, LANDSCAPE",4,4,13.24,HR,13.24,HR
C-10025-49005,17-Feb-10,25-Jan-10,PARTIAL CERTIFIED,H-2B,MA,1-May-10,31-Dec-10,ANDRE PARTNERS LLC D/B/A THE SUMMER HOUSE INNS,17 OCEAN AVE.,PO BOX 880,SIASCONSET,MA,02564,,,,321.137-010,HOUSEKEEPER,6,5,8.82,HR,8.82,HR
C-10047-49342,19-Feb-10,16-Feb-10,CERTIFIED,H-2B,MA,25-May-10,31-Oct-10,"SANKATY HEAD GOLF CLUB, INC. DBA SANKATY HEAD GOLF",PO BOX 293,,NANTUCKET,MA,02564,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.361-014,COOK,12,12,12.86,HR,12.86,HR
C-10120-50018,5-May-10,30-Apr-10,CERTIFIED,H-2B,MA,11-May-10,1-Nov-10,THE NANTUCKET GOLF CLUB,P.O. BOX 313,250 MILESTONE ROAD,SIASCONSET,MA,02564,LINDA TURNER,BRUNSWICK,ME,319.484-010,"FOOD ASSEMBLER, KITCHEN",6,6,12.35,HR,12.35,HR
C-10025-49012,10-Feb-10,25-Jan-10,CERTIFIED,H-2B,MA,1-Apr-10,15-Nov-10,SEASIDE PARTY CELEBRATIONS,515 EDGARTOWN ROAD,,TISBURY,MA,02568,MARILYN VUKOTA,EDGARTOWN,MA,529.687-130,LABORER,4,4,8.96,HR,9,HR
C-10041-49301,16-Feb-10,10-Feb-10,CERTIFIED,H-2B,MA,1-May-10,15-Oct-10,LIPTIL ENTERPRISES/ DBA TILTON RENTAL,147 EDGARTOWN - VINEYARD HAVEN RD.,,VINEYARD HAVEN,MA,02568,"MICHAEL X. HARTOFELIS / LOMA USA, INC.",ASTORIA,NY,929.687-030,MATERIAL HANDLER,10,10,14.81,HR,14.81,HR
C-09328-47368,4-Jan-10,24-Nov-09,PARTIAL CERTIFIED,H-2B,MA,5-Mar-10,5-Nov-10,"TFG HYANNIS HOSPITALITY, LLC DBA RESORT AND CONFER",35 SCUDDER AVENUE,,HYANNIS,MA,02601,,,,323.687-014,"CLEANER, HOUSEKEEPING",15,13,9.69,HR,9.69,HR
C-10005-48511,22-Jan-10,5-Jan-10,CERTIFIED,H-2B,MA,1-Apr-10,31-Oct-10,SEA COAST INN,33 OCEAN STREET,,HYANNIS,MA,02601,MICHAEL DAVID HEFNER,PITTSFIELD,VT,321.137-010,HOUSEKEEPER,6,6,9.69,HR,9.69,HR
C-10036-49233,10-Feb-10,5-Feb-10,CERTIFIED,H-2B,MA,15-Apr-10,15-Nov-10,"HYANNIS BUILDING & DEVELOPING ASSOCIATION, INC. DB",1 SOUTH STREET,,HYANNIS,MA,02601,MATTHEW LEE,BOSTON,MA,323.687-014,"CLEANER, HOUSEKEEPING",5,5,9.69,HR,9.69,HR
C-10034-49177,18-Feb-10,3-Feb-10,CERTIFIED,H-2B,MA,15-Apr-10,2-Nov-10,"CAPE HOLIDAY MOTEL, INC. DBA HYANNIS HOLIDAY MOTEL",131 OCEAN STREET,,HYANNIS,MA,02601,MICHAEL DAVID HEFNER / RESOURCE STAFFING INTERNATI,KILLINGTON,VT,321.137-010,HOUSEKEEPER,9,9,9.69,HR,9.69,HR
C-10034-49185,16-Mar-10,3-Feb-10,PARTIAL CERTIFIED,H-2B,MA,1-May-10,13-Dec-10,"TFG HYANNIS HOSPITALITY, LLC DBA RESORT AND CONFER",35 SCUDDER AVENUE,,HYANNIS,MA,02601,,,,321.137-010,HOUSEKEEPER,40,39,9.69,HR,9.69,HR
C-09357-48029,7-Jan-10,22-Dec-09,PARTIAL CERTIFIED,H-2B,MA,1-Apr-10,16-Nov-10,OCEAN EDGE RESORT AND CLUB ON CAPE COD,2907 MAIN STREET (ROUTE 6A),,BREWSTER,MA,02631,"MATTHEW LEE/TOCCI, GOSS, & LEE, PC",BOSTON,MA,350.677-030,WAITER/WAITRESS,30,29,10.85,HR,10.85,HR
C-10040-49278,12-Feb-10,9-Feb-10,CERTIFIED,H-2B,MA,1-Apr-10,1-Dec-10,"FISHACK CORPORATION, DBA JT'S SEAFOOD RESTAURANT",P.O. BOX 932,34 RUSSET RD.,BREWSTER,MA,02631,"MARK CARCHIDI / ANTIOCH ASSOCIATES USA II, INC",YARMOUTH PORT,MA,319.484-010,"FOOD ASSEMBLER, KITCHEN",6,6,8.9,HR,8.9,HR
C-10036-49240,10-Feb-10,5-Feb-10,PARTIAL CERTIFIED,H-2B,MA,1-Apr-10,1-Dec-10,"FASHION FOOD, LLC",66 PONDSIDE CIRCLE,,CENTERVILLE,MA,02632,"ANTIOCH ASSOCIATES USA II, INC",YARMOUTH PORT,MA,311.472-010,FAST FOODS WORKER,25,23,8.9,HR,8.9,HR
C-10039-49253,19-Feb-10,8-Feb-10,CERTIFIED,H-2B,MA,1-Apr-10,31-Dec-10,"MICHAEL P. NEATH LANDSCAPE CONSTRUCTION, INC.","1185 FALMOUTH RD, RTE 28",UNIT 002,CENTERVILLE,MA,02632,,,,408.687-014,"LABORER, LANDSCAPE",6,6,12.37,HR,12.37,HR
C-09349-47597,29-Dec-09,15-Dec-09,CERTIFIED,H-2B,MA,1-Apr-10,1-Dec-10,"512 MAIN STREET, INC. DBA CHATHAM WAYSIDE INN",512 MAIN STREET,PO BOX 685,CHATHAM,MA,02633,"LEONORA L. BATSON, ATTORNEY",SCITUATE,MA,321.137-010,HOUSEKEEPER,15,15,9.69,HR,9.69,HR
C-09350-47621,30-Dec-09,15-Dec-09,CERTIFIED,H-2B,MA,1-Apr-10,1-Dec-10,WILD GOOSE TAVERN LLC,512 MAIN STREET,PO BOX 685,CHATHAM,MA,02633,"LEONORA L. BATSON, ATTORNEY AT LAW",SCITUATE,MA,315.361-010,COOK,10,10,,,,
C-09350-47634,31-Dec-09,15-Dec-09,CERTIFIED,H-2B,MA,1-Apr-10,1-Dec-10,WILD GOOSE TAVERN LLC,512 MAIN STREET,PO BOX 685,CHATHAM,MA,02633,"LEONORA L. BATSON, ATTORNEY",SCITUATE,MA,350.677-030,WAITER/WAITRESS,5,5,10.85,HR,10.85,HR
C-09357-48032,6-Jan-10,22-Dec-09,PARTIAL CERTIFIED,H-2B,MA,1-Apr-10,29-Nov-10,"MEYER B&B GROUP, INC. DBA CAPTAIN'S HOUSE INN",369 OLD HARBOR ROAD,,CHATHAM,MA,02633,"MATTHEW LEE, ESQ",BOSTON,MA,321.137-010,HOUSEKEEPER,7,6,9.69,HR,9.69,HR
C-10011-48661,22-Jan-10,11-Jan-10,CERTIFIED,H-2B,MA,1-Apr-10,1-Jan-11,"QUEEN ANNE INN, INC.",70  QUEEN ANNE ROAD,,CHATHAM,MA,02633,,,,323.687-014,"CLEANER, HOUSEKEEPING",7,7,10,HR,10,HR
C-10022-48970,28-Jan-10,22-Jan-10,PARTIAL CERTIFIED,H-2B,MA,1-May-10,20-Dec-10,"EASTWARD HO! COUNTRY CLUB, INC.",325 FOX HILL ROAD,,CHATHAM,MA,02633,JANE NICHOLS BISHOP,WEST DENNIS,MA,315.361-022,"COOK, STATION",5,4,10.55,HR,10.55,HR
C-10042-49313,16-Feb-10,11-Feb-10,PARTIAL CERTIFIED,H-2B,MA,15-Apr-10,15-Nov-10,"PLEASANT BAY VILLAGE MOTOR COURT, INC. DBA PLEASAN",1191 ORLEANS ROAD,P.O. BOX 772,CHATHAM,MA,02633,MATTHEW LEE,BOSTON,MA,323.687-014,"CLEANER, HOUSEKEEPING",7,5,9.69,HR,9.69,HR
C-10071-49636,17-Mar-10,12-Mar-10,PARTIAL CERTIFIED,H-2B,MA,1-May-10,1-Dec-10,THE OLD HARBOR INN,22 OLD HARBOR RD.,,CHATHAM,MA,02633,PETYA ASENOVA FEENEY,CHATHAM,MA,323.687-014,"CLEANER, HOUSEKEEPING",3,2,,,,
C-10076-49675,22-Mar-10,17-Mar-10,PARTIAL CERTIFIED,H-2B,MA,1-May-10,15-Dec-10,CHATHAM VILLAGE MARKET,12 QUEEN ANNE ROAD,,CHATHAM,MA,02633,PETYA ASENOVA FEENEY,CHATHAM,MA,319.484-010,"FOOD ASSEMBLER, KITCHEN",4,2,10,HR,10,HR
C-10084-49744,29-Mar-10,25-Mar-10,CERTIFIED,H-2B,MA,15-May-10,15-Nov-10,WEQUASSETT INN LLP DBA WEQUASSETT RESORT & GOLF CL,ON PLEASANT BAY,ROUTE 28,CHATHAM,MA,02633,MATHEW LEE,BOSTON,MA,305.281-010,COOK,20,20,10.55,HR,10.55,HR
C-10084-49741,30-Mar-10,25-Mar-10,CERTIFIED,H-2B,MA,15-May-10,15-Nov-10,WEQUASSETT INN LLP DBA WEQUASSETT RESORT & GOLF CL,ON PLEASANT BAY,ROUTE 28,CHATHAM,MA,02633,"MATTHEW LEE, ESQ",BOSTON,MA,318.687-010,KITCHEN HELPER,15,15,8.9,HR,8.9,HR
C-10084-49739,30-Mar-10,25-Mar-10,CERTIFIED,H-2B,MA,15-May-10,15-Nov-10,WEQUASSETT INN LLP DBA WEQUASSETT RESORT & GOLF CL,ON PLEASANT BAY,ROUTE 28,CHATHAM,MA,02633,MATTHEW LEE,BOSTON,MA,350.677-030,WAITER/WAITRESS,34,34,,,,
C-10084-49740,30-Mar-10,25-Mar-10,PARTIAL CERTIFIED,H-2B,MA,15-May-10,15-Nov-10,WEQUASSETT INN LLP DBA WEQUASSETT RESORT & GOLF CL,ON PLEASANT BAY,ROUTE 28,CHATHAM,MA,02633,MATTHEW LEE,BOSTON,MA,311.677-018,DINING ROOM ATTENDANT,15,14,8.65,HR,8.65,HR
C-10084-49743,30-Mar-10,25-Mar-10,PARTIAL CERTIFIED,H-2B,MA,15-May-10,15-Nov-10,WEQUASSETT INN LLP DBA WEQUASSETT RESORT & GOLF CL,ON PLEASANT BAY,ROUTE 28,CHATHAM,MA,02633,MATTHEW LEE,BOSTON,MA,321.137-010,HOUSEKEEPER,39,38,9.69,HR,9.69,HR
C-09356-47900,6-Jan-10,18-Dec-09,CERTIFIED,H-2B,MA,1-Apr-10,20-Oct-10,HYANNIS FLEA MARKET INC. D/B/A CAPE COD SWEAT & TE,655 SAMPSON'S MILL ROAD,,COTUIT,MA,02635,,,,290.477-014,SALES CLERK,5,5,9.1,HR,9.1,HR
C-10034-49199,19-Feb-10,1-Feb-10,PARTIAL CERTIFIED,H-2B,MA,1-Apr-10,30-Nov-10,CAPE COD PAPER COMPANY,P.O. BOX 2005,1147 MAIN STREET,DENNIS,MA,02638,LINDA TURNER ADNIL SERVICES,BRUNSWICK,ME,219.387-030,STOCK CONTROL CLERK,4,2,12.44,HR,12.44,HR
C-09365-48390,3-Feb-10,30-Dec-09,DENIED,H-2B,MA,1-Apr-10,15-Nov-10,"RESORT MOTELS, INC.",41 CHASE AVE.,,DENNIS PORT,MA,02639,"MARK D. CARCHIDI / ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,321.137-010,HOUSEKEEPER,13,0,9.69,HR,9.69,HR
C-10049-49386,8-Mar-10,18-Feb-10,CERTIFIED,H-2B,MA,1-Apr-10,31-Oct-10,"HOLIDAY HILL MOTOR INN, INC.",352 MAIN STREET,,DENNIS PORT,MA,02639,DANIEL MARANCI,PORTLAND,OR,321.137-010,HOUSEKEEPER,8,8,9.69,HR,9.69,HR
C-10061-49536,10-Mar-10,2-Mar-10,PARTIAL CERTIFIED,H-2B,MA,1-Apr-10,15-Nov-10,"RESORT MOTELS, INC.",41 CHASE AVE.,,DENNIS PORT,MA,02639,"MARK D. CARCHIDI / ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,321.137-010,HOUSEKEEPER,13,11,9.69,HR,9.69,HR
C-10067-49576,11-Mar-10,8-Mar-10,CERTIFIED,H-2B,MA,15-Apr-10,10-Nov-10,"BY THE SEA GUESTS, LLC DBA BY THE SEA GUESTS B&B A",57 CHASE AVENUE & INMAN ROAD EXTENSION,PO BOX 507,DENNIS PORT,MA,02639,"JANE NICHOLS BISHOP, PEAK SEASON WORKFORCE",WEST DENNIS,MA,321.137-010,HOUSEKEEPER,2,2,9.69,HR,9.69,HR
C-10141-50150,14-Jun-10,18-May-10,DENIED,H-2B,MA,1-Jun-10,28-Oct-10,"A.B. PIZZA, INC. D/B/A ROYAL PIZZARIA RESTAURANT",374 LOWER COUNTY ROAD,,DENNISPORT,MA,02639,MEGAN KLUDT,BOSTON,MA,313.361-014,COOK,1,0,,,,
C-10049-49394,4-Mar-10,18-Feb-10,CERTIFIED,H-2B,MA,1-Apr-10,1-Dec-10,PENNY HOUSE INN,4885  STATE HWY,,EASTHAM,MA,02642,,,,321.137-010,HOUSEKEEPER,4,4,9.69,HR,9.69,HR
C-10056-49484,12-Mar-10,25-Feb-10,PARTIAL CERTIFIED,H-2B,MA,1-Apr-10,15-Dec-10,"MCNAMARA BROS., INC",492 DEPOT STREET,,NORTH HARWICH,MA,02645,PETYA ASSENOVA FEENEY,NORTH HARWICH,MA,408.687-014,"LABORER, LANDSCAPE",20,19,12.37,HR,12.37,HR
C-10022-48957,28-Jan-10,22-Jan-10,CERTIFIED,H-2B,MA,20-Apr-10,1-Nov-10,"BRADDOCK, INC. DBA WINSTEAD INN & BEACH RESORT",44 BRADDOCK LANE,P.O. BOX 432,HARWICH PORT,MA,02646,JANE N. BISHOP,WEST DENNIS,MA,321.137-010,HOUSEKEEPER,5,5,9.69,HR,9.69,HR
C-10035-49204,19-Feb-10,4-Feb-10,PARTIAL CERTIFIED,H-2B,MA,1-Apr-10,15-Oct-10,"WEST HARWICH ENT, INC DBA A&W",297 ROUTE 28,,HARWICHPORT,MA,02646,MICHAEL DAVID HEFNER / RESOURCE STAFFING INTERNATI,KILLINGTON,VT,311.477-014,"COUNTER ATTENDANT, LUNCHROOM OR COFFEE SHOP",6,5,8.41,HR,8.41,HR
C-10019-48817,1-Feb-10,15-Jan-10,CERTIFIED,H-2B,MA,1-Apr-10,15-Dec-10,LBJ/55 FOOD SERVICES,341 LAKE SHORE DRIVE,,MARSTONS MILLS,MA,02648,PETYA ASSENOVA FEENEY,CHATHAM,MA,311.477-014,"COUNTER ATTENDANT, LUNCHROOM OR COFFEE SHOP",8,8,9,HR,9,HR
C-10039-49262,16-Mar-10,8-Feb-10,DENIED,H-2B,MA,15-Apr-10,15-Dec-10,"AMERICAN TENT & TABLE, INC.",381 OLD FALMOUTH RD.,#41 MARSTON MILLS,MARSTON MILLS,MA,02648,,,,929.687-030,MATERIAL HANDLER,15,0,9.79,HR,9.79,HR
C-10084-49754,16-Apr-10,25-Mar-10,DENIED,H-2B,MA,10-May-10,1-Dec-10,LNRR DBA BOB'S SEAFOOD CAFE',252 SHORE RD,,MASHPEE,MA,02648,PATRICIA R WARREN,TUNBRIDGE,VT,305.281-010,COOK,4,0,,,,
C-10111-49933,4-May-10,20-Apr-10,CERTIFIED,H-2B,MA,15-Apr-10,15-Dec-10,AMERICAN TENT & TABLE INC.,381 OLD FALMOUTH RD.,,MARSTON MILLS,MA,02648,,,,929.687-030,MATERIAL HANDLER,15,15,9.79,HR,9.79,HR
C-10021-48939,8-Feb-10,21-Jan-10,CERTIFIED,H-2B,MA,1-Apr-10,1-Dec-10,P.T. MARINE INC. DBA RYDER'S COVE BOAT YARD,46 RYDER'S COVE RD,P.O. BOX 391,N. CHATHAM,MA,02650,PETYA ASSENOVA FEENEY,CHATHAM,MA,704.687-010,CLEANER,5,5,9.3,HR,10,HR
C-09364-48366,12-Jan-10,30-Dec-09,CERTIFIED,H-2B,MA,15-Apr-10,1-Nov-10,"VIKING SHORES, INC. DBA VIKING SHORES MOTOR INN",P.O. BOX 1899,,NORTH EASTHAM,MA,02651,JANE NICHOLS BISHOP,WEST DENNIS,MA,321.137-010,HOUSEKEEPER,3,3,9.69,HR,9.69,HR
C-10055-49470,1-Mar-10,24-Feb-10,CERTIFIED,H-2B,MA,15-Apr-10,30-Oct-10,JEROPE INC DBA ARNOLD'S LOBSTER AND CLAM BAR,PO BOX 1568,,N. EASTHAM,MA,02651,"KENDRA S. KEMBEL, ESQ.",MECHANICSBURG,PA,313.361-014,COOK,3,3,10.55,HR,10.55,HR
C-10011-48630,20-Jan-10,4-Jan-10,CERTIFIED,H-2B,MA,1-Apr-10,31-Dec-10,"BADDOC'S, INC. DBA MONTANO'S RESTAURANT",P.O. BOX 718,481 ROUTE 6,NORTH TRURO,MA,02652,"MARK D. CARCHIDI / ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,319.484-010,"FOOD ASSEMBLER, KITCHEN",8,8,8.9,HR,8.9,HR
C-10020-48901,26-Jan-10,20-Jan-10,CERTIFIED,H-2B,MA,20-Apr-10,30-Nov-10,"TOP MAST MOTEL , INC",PO BOX 44,217 SHORE RD.,NORTH TRURO,MA,02652,JANE N. BISHOP,WEST DENNIS,MA,321.137-010,HOUSEKEEPER,7,7,9.69,HR,9.69,HR
C-09334-47427,9-Dec-09,30-Nov-09,CERTIFIED,H-2B,MA,13-Mar-10,15-Dec-10,CAPE COD LOBSTER CLAW INC.,42 ROUTE 6A,,ORLEANS,MA,02653,EDWARD WHITE,BOSTON,MA,318.687-010,KITCHEN HELPER,9,9,9,HR,9,HR
C-09352-47759,23-Dec-09,16-Dec-09,CERTIFIED,H-2B,MA,1-Apr-10,15-Dec-10,CAPE COD LOBSTER CLAW INC.,42 ROUTE 6A,,ORLEANS,MA,02653,LAW OFC EDW R WHITE PC,BOSTON,MA,318.687-010,KITCHEN HELPER,7,7,9,HR,9,HR
C-10020-48903,26-Jan-10,20-Jan-10,PARTIAL CERTIFIED,H-2B,MA,25-Apr-10,1-Nov-10,GOOD SEA INC DBA CAPT'N ELMERS RESTAURANT,PO BOX 177,18 OLD COLONY WAY,ORLEANS,MA,02653,JANE N. BISHOP,WEST DENNIS,MA,313.361-014,COOK,5,4,10.55,HR,10.55,HR
C-10042-49307,17-Feb-10,11-Feb-10,CERTIFIED,H-2B,MA,15-Apr-10,15-Nov-10,SAI SRADHA CORP DBA SKAKET BEACH MOTEL,203 ROUTE 6A,,ORLEANS,MA,02653,JANE NICHOLS BISHOP,WEST DENNIS,MA,321.137-010,HOUSEKEEPER,4,4,9.69,HR,9.69,HR
C-10032-49142,11-Mar-10,1-Feb-10,DENIED,H-2B,MA,15-Mar-10,15-Dec-10,SAI SRADHA CORP DBA SKAKET BEACH MOTEL,203 CRANBERRY HWY,,ORLEANS,MA,02653,,,,321.137-010,HOUSEKEEPER,18,0,9.69,HR,9,HR
C-10067-49577,17-Mar-10,8-Mar-10,CERTIFIED,H-2B,MA,15-Apr-10,26-Dec-10,"THE HOT CHOCOLATE SPARROW, INC.",5 OLD COLONY WAY,,ORLEANS,MA,02653,"JANE NICHOLS BISHOP, PEAK SEASON WORKFORCE",WEST DENNIS,MA,311.677-014,"COUNTER ATTENDANT, CAFETERIA",8,8,8.41,HR,8.41,HR
