CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-08197-38488,10/2/08,7/15/08,DENIED,TX,10/1/08,7/31/09,AMTEX GENERAL CONTRACTOR LLC.,2006 JACKSON RD,,PHARR,TX,78577,PRO SERVICES / BELINDA RODRIGUEZ,"6326 SOVEREIGN,",SAN ANTONIO,TX,WELDER FITTER,0,8.51,HR,9.36,HR
C-08197-38489,10/2/08,7/15/08,DENIED,TX,10/1/08,7/31/09,AMTEX GENERAL CONTRACTOR LLC.,2006 JACKSON RD,,PHARR,TX,78577,PRO SERVICES / BELINDA RODRIGUEZ,"6326 SOVEREIGN,",SAN ANTONIO,TX,PIPE FITTER,0,10.19,HR,10.19,HR
C-08198-38501,11/19/08,7/15/08,CERTIFIED,FL,10/1/08,7/31/09,"COMMERCIAL CONCRETE SYSTEMS, INC.",6220 TAYLOR ROAD NUMBER 101,,NAPLES,FL,34109,TEXAS STAFFING RESOURCES,2101 VAN HORN,CEDARPARK,TX,CONSTRUCTION WORKER I,150,8.92,HR,8.92,HR
C-08198-38504,10/31/08,7/15/08,DENIED,FL,10/1/08,5/31/09,SAN  VILLA SHIP MANAGEMENT COMPANY,2425 NW 32 AVE 2ND FLOOR SUITE #2,,MIAMI,FL,33172,OSCAR LEVIN,"GREENBERG TRAURIG, P.A.",MIAMI,FL,WELDER FITTER,0,11.18,HR,13.39,HR
C-08198-38505,10/3/08,7/14/08,CERTIFIED,AZ,10/1/08,6/30/09,"FS SCOTTSDALE EMPLOYMENT, INC. DBA FOUR SEASONS RE",10600 E. CRESENT MOON DR.,,SCOTTSDALE,AZ,85262,"JOHN MCNAMARA, ATTORNEY AT LAW, MCNAMARA FIRM L.P.","1221 SOUTH MOPAC EXPWY., STE. 100",AUSTIN,TX,KITCHEN HELPER,7,6.9,HR,9,HR
C-08198-38506,10/24/08,7/15/08,DENIED,FL,10/1/08,7/30/09,FLORIDA CONRAD INTERNATIONAL CORP DBA CONRAD MIAMI,1395 BRICKELL AVENUE,,MIAMI,FL,33131,MALCOLM SEHEULT,15210 WATERLINE ROAD,BRADENTON,FL,HOUSECLEANER,0,,,,
C-08198-38560,10/28/08,7/16/08,DENIED,LA,10/1/08,8/1/09,CAJUN IRON WORKERS LLC,"106 9TH STREET, PORT FOURCHON",,GOLDEN MEADOW,LA,70357,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,"WELDER, COMBINATION",0,14.01,HR,14.02,HR
C-08198-38562,10/28/08,7/16/08,DENIED,LA,10/1/08,8/1/09,CAJUN IRON WORKERS LLC,"106 9TH STREET, PORT FOURCHON",,GOLDEN MEADOW,LA,70357,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,ELECTRICIAN,0,14.01,HR,14.01,HR
C-08199-38572,10/29/08,7/17/08,DENIED,TX,10/1/08,8/1/09,"LANDRO, INC.",2025 CENTRAL BLVD.,SUITE A,BROWNSVILLE,TX,78586,KELLY M. KOWIS,"THE KOWIS LAW FIRM, P.C.",HOUSTON,TX,WELDER FITTER,0,10.6,HR,10.6,HR
C-08199-38573,10/28/08,7/17/08,DENIED,LA,10/1/08,8/1/09,CAJUN IRON WORKERS LLC,"106 9TH STREET, PORT FOURCHON",,GOLDEN MEADOW,LA,70357,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,SHIPFITTER,0,10.76,HR,10.76,HR
C-08199-38574,10/24/08,7/17/08,DENIED,LA,10/1/08,7/31/09,"DIRECT WORKFORCE, INC.",320 PROGRESSIVE BLVD.,,HOUMA,LA,70360,BETH ANN BROYLES,"BROYLES LAW OFFICE, LTD.",EVANSTON,IL,WELDER FITTER,0,14.02,HR,15.5,HR
C-08199-38575,10/8/08,7/17/08,DENIED,TX,10/1/08,6/30/09,"GLOBAL TURNAROUND SERVICES, LLC",101 C1 OLD UNDERWOOD ROAD,,LA PORTE,TX,77571,MARGARET MACGREGOR,BERRY APPLEMAN & LEIDEN LLP,DALLAS,TX,"WELDER, COMBINATION",0,16.48,HR,18,HR
C-08199-38576,10/8/08,7/17/08,DENIED,TX,10/1/08,6/30/09,"GLOBAL TURNAROUND SERVICES, LLC",101 C1 OLD UNDERWOOD ROAD,,LA PORTE,TX,77571,MARGARET MACGREGOR,BERRY APPLEMAN & LEIDEN LLP,DALLAS,TX,"WELDER, COMBINATION",0,18.49,HR,18.49,HR
C-08199-38577,10/28/08,7/17/08,DENIED,LA,10/1/08,8/1/09,CAJUN IRON WORKERS LLC,"106 9TH STREET, PORT FOURCHON",,GOLDEN MEADOW,LA,70357,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,FRONT END LOADER OPERATOR,0,8.62,HR,8.62,HR
C-08199-38578,10/28/08,7/17/08,DENIED,LA,10/1/08,8/1/09,CAJUN IRON WORKERS LLC,"106 9TH STREET, PORT FOURCHON",,GOLDEN MEADOW,LA,70357,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,RIGGER,0,8.93,HR,8.93,HR
C-08199-38579,10/28/08,7/17/08,DENIED,LA,10/1/08,8/1/09,CAJUN IRON WORKERS LLC,"106 9TH STREET, PORT FOURCHON",,GOLDEN MEADOW,LA,70357,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,PIPE FITTER,0,14.08,HR,14.08,HR
C-08200-38610,10/28/08,7/17/08,DENIED,LA,10/1/08,8/1/09,CAJUN IRON WORKERS LLC,106 9TH STREET,,PORT FOURCHON,LA,70357,LAW OFFICE OF MALVERN C. BURNETT,1523 POLYMNIA STREET,NEW ORLEANS,LA,TRACTOR CRANE OPERATOR,0,14.05,HR,14.05,HR
C-08203-38637,10/9/08,7/18/08,DENIED,TX,10/1/08,8/1/09,"LAMC, INC.",20000 S. HIGHWAY 48,,BROWNSVILLE,TX,78521,KELLY M. KOWIS,"THE KOWIS LAW FIRM, P.C.",HOUSTON,TX,WELDER FITTER,0,10.6,HR,10.6,HR
C-08203-38649,10/9/08,7/18/08,DENIED,TN,10/1/08,3/1/09,"OLIVE LEAF TRADING CO., INC.",815 PARKWAY,SUITE #1,GATLINBURG,TN,37738,"CHARLES M. TORRES, ESQ","CHARLES M. TORRES, ATTORNEY AT LAW",KNOXVILLE,TN,"DISPLAYER, MERCHANDISE",0,8.84,HR,8.84,HR
C-08203-38652,10/24/08,7/18/08,DENIED,TN,10/1/08,7/31/09,FAST TRACK SYSTEMS,1110 B. STUMP BLVD.,,GRETNA,LA,70053,,,,,PALLET ASSEMBLER,0,7.86,HR,7.86,HR
C-08203-38666,10/6/08,7/21/08,DENIED,TX,10/1/08,7/31/09,LAWN MAINTENANCE,900 BROKEN FEATHER TRAIL,NUMBER 225,PFLUGERVILLE,TX,78660,TEXAS STAFFING RESOURCES - ANGELA P. FAULK EXT. 10,1717 N IH 35 STE 130,ROUND ROCK,TX,"LABORER, LANDSCAPE",0,7.38,HR,7.38,HR
C-08203-38687,10/6/08,7/21/08,DENIED,KS,10/1/08,1/31/09,"NINE DEC, LLC",2111 E. BASELINE ROAD,SUITE F-10,TEMPE,AZ,85283,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",0,6.61,HR,6.61,HR
C-08204-38703,10/31/08,7/21/08,DENIED,WY,10/1/08,9/30/09,"PIC ENERGY SERVICES, INC.",1165 NORTHCHASE PARKWAY,4TH FLOOR,MARIETTA,GA,30067,"HON-VINH DUONG, ESQ.",TROUTMAN SANDERS LLP,ATLANTA,GA,WELDER FITTER,0,17.1,HR,18.56,HR
C-08204-38704,10/31/08,7/21/08,DENIED,WY,10/1/08,9/30/09,"PIC ENERGY SERVICES, INC.",1165 NORTHCHASE PARKWAY,4TH FLOOR,MARIETTA,GA,30067,"HON-VINH DUONG, ESQ.",TROUTMAN SANDERS LLP,ATLANTA,GA,BOILERMAKER I,0,23.36,HR,27.2,HR
C-08204-38723,10/3/08,7/22/08,DENIED,IN,10/1/08,1/31/09,"LMD 4 FLORIDA, INC.","8501 BASH ST., STE. 1100",,INDIANAPOLIS,IN,46250,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,SALES CLERK,0,7.02,HR,7.02,HR
C-08204-38725,10/6/08,7/22/08,DENIED,LA,8/15/08,6/15/09,INTERNATIONAL WORKFORCE CONSULTANTS LLC,337 BROADWAY AVENUE,,SHRIEVER,LA,70395,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,WELDER FITTER,0,15.85,HR,15.85,HR
C-08204-38732,10/31/08,7/22/08,DENIED,AL,10/1/08,7/31/09,"CC, INC.",858 BULTER DRIVE,,MOBILE,AL,36693,"MICHAEL M. SHABANI, ESQ.","SHABANI & ASSOCIATES, P.C.",BIRMINGHAM,AL,WELDER FITTER,0,17.65,HR,18,HR
C-08204-38742,10/23/08,7/22/08,DENIED,LA,10/1/08,8/1/09,NORTH AMERICAN SHIPBUILDING LLC,800 INDUSTRIAL PARK ROAD,HWY. 308,LAROSE,LA,70373,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,"CARPENTER, SHIP",0,10.9,HR,10.9,HR
C-08204-38743,10/23/08,7/22/08,DENIED,LA,10/1/08,8/1/09,NORTH AMERICAN SHIPBUILDING LLC,"800 INDUSTRIAL PARK ROAD HWY .308,",,LAROSE,LA,70373,LAW OFFICES OF MALVERN C. BURNETT,MALVERN C. BURNETT,NEW ORLEANS,LA,PIPE FITTER,0,14.08,HR,14.08,HR
C-08204-38744,10/9/08,7/22/08,DENIED,TX,10/1/08,8/1/09,RSR PRIME HOLDINGS,5866 S. STAPLES,,CORPUS CHRISTI,TX,78413,MARC CERVANTES,4220 S. PADRE ISLAND DR.,CORPUS CHRISTI,TX,METAL FABRICATOR,0,15.43,HR,15.43,HR
C-08204-38747,10/23/08,7/22/08,DENIED,LA,10/1/08,8/1/09,NORTH AMERICAN SHIPBUILDING LLC,"800 INDUSTRIAL PARK ROAD, HWY. 308",,LAROSE,LA,70373,LAW OFFICES OF MALVERN C. BURNETT,MALVERN C. BURNETT,NEW ORLEANS,LA,"WELDER, COMBINATION",0,14.02,HR,14.02,HR
C-08204-38750,10/31/08,7/22/08,DENIED,AL,8/1/08,5/31/09,"CC, INC.",858 BULTER DRIVE,,MOBILE,AL,36693,"MICHAEL M. SHABANI, ESQ.","SHABANI & ASSOCIATES, P.C.",BIRMINGHAM,AL,WELDER FITTER,0,17.65,HR,18,HR
C-08204-38751,10/14/08,7/22/08,DENIED,NY,10/1/08,2/15/09,CHAUBELLA DESIGNS,2156 2ND AVE. #2A,,NEW YORK,NY,10029,SVETLANA SCHREIBER,1370 ONTARIO ST.,CLEVELAND,OH,SALES CLERK,0,7.59,HR,7.59,HR
C-08204-38753,10/23/08,7/22/08,DENIED,LA,10/1/08,8/1/09,NORTH AMERICAN SHIPBUILDING LLC,800 INDUSTRIAL PARK ROAD,HWY. 308,LAROSE,LA,70373,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,SHIPFITTER,0,10.76,HR,10.76,HR
C-08204-38754,10/23/08,7/22/08,DENIED,LA,10/1/08,8/1/09,NORTH AMERICAN SHIPBUILDING LLC,800 INDUSTRIAL PARK ROAD,HWY. 308,LAROSE,LA,70373,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,ELECTRICIAN,0,14.01,HR,14.01,HR
C-08205-38768,10/3/08,7/23/08,PARTIAL CERTIFIED,AR,11/1/08,6/1/09,"MENDIOLA FORESTRY SERVICE, LLC",P.O. BOX 69,5 CLOVERHILL DRIVE,WARREN,AR,71671,"AG WORKS, INC.",P.O.  BOX 580,LAKE PARK,GA,FOREST WORKER,80,8.76,HR,8.76,HR
C-08205-38769,10/9/08,7/23/08,DENIED,LA,8/15/08,6/15/09,INTERNATIONAL WORKFORCE CONSULTANTS LLC,337 BROADWAY AVENUE,,SHRIEVER,LA,70395,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,"DECKHAND, FISHING VESSEL",0,8.21,HR,9.63,HR
C-08205-38770,10/9/08,7/23/08,DENIED,LA,10/1/08,6/30/09,GLOBAL TURNAROUND SERVICES,101 C 1 OLD UNDERWOOD ROAD,,LA PORTE,TX,77571,MARGARET MACGREGOR,BERRY APPLEMAN & LEIDEN LLP,DALLAS,TX,WELDER FITTER,0,15.08,HR,18,HR
C-08206-38772,10/23/08,7/24/08,DENIED,MD,9/8/08,9/5/09,AICHA N. ROBINSON,7437 VAN NOY LOOP,,FORT MEADE,MD,20755,,,,,CHILD MONITOR,0,9.07,HR,9.07,HR
C-08206-38773,10/2/08,7/24/08,DENIED,MD,10/1/08,9/30/09,LEMONGRASS BALTIMORE LLC,1300 BANK STREET STE. 100,,BALTIMORE,MD,21231,"ELAINE H. CHANG, ESQ.",405 TSCHIFFELY SQUARE ROAD,GAITHERSBURG,MD,"COOK, SPECIALTY, FOREIGN FOOD",0,8.71,HR,12.75,HR
C-08206-38783,10/17/08,7/24/08,DENIED,TN,10/1/08,3/31/09,DOVETAIL LOG HOME SERVICES INC.,7412 MILLER ROAD,,CHRISTIANA,TN,37037,"ANGELA BAGSBY, IMMIGRANT LABOR LLC.",1181 NASHVILLE PIKE,GALLATIN,TN,CONSTRUCTION WORKER I,0,14.2,HR,14.2,HR
C-08206-38788,10/3/08,7/24/08,DENIED,CO,10/25/08,4/19/09,STEAMBOAT SKI & RESORT CORPORATION,2305 MT. WERNER CIRCLE,,STEAMBOAT SPRINGS,CO,80487,,,,,"INSTRUCTOR, SPORTS",0,12.1,HR,13,HR
C-08206-38794,10/3/08,7/24/08,DENIED,CO,10/25/08,4/19/09,STEAMBOAT SKI & RESORT CORPORATION,2305 MT. WERNER CIRCLE,,STEAMBOAT SPRINGS,CO,80487,,,,,"INSTRUCTOR, SPORTS",0,17.96,HR,18,HR
C-08206-38803,10/6/08,7/24/08,DENIED,TX,10/1/08,1/31/09,"MICAELLA COSMETICS, INC",6441 BURGOYNE ROAD,,HOUSTON,TX,77057,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",0,7.02,HR,7.02,HR
C-08206-38804,10/6/08,7/24/08,DENIED,TX,10/1/08,1/31/09,"MICAELLA COSMETICS, INC",6441 BURGOYNE ROAD,,HOUSTON,TX,77057,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",0,7.25,HR,7.25,HR
C-08207-38821,10/9/08,7/25/08,DENIED,LA,9/15/08,7/7/09,"SUPERIOR LABOR SERVICES, L.L.C.",6104 WEST PARK AVE.,,HOUMA,LA,70364,ALISHA CLESTER CAMPOS,"MORLEY & MORLEY, P.C.",BELLAIRE,TX,"WELDER, COMBINATION",0,14.02,HR,14.02,HR
C-08210-38827,10/3/08,7/28/08,DENIED,TX,10/1/08,6/30/09,"SOAPRANOS U.S. , LLC",5327 INKER STREET,,HOUSTON,TX,77007,"SALVADOR COLON, PC",3213 HOUSTON AVENUE,HOUSTON,TX,SALES CLERK,0,7.13,HR,7.64,HR
C-08210-38836,11/7/08,7/28/08,DENIED,FL,10/1/08,7/31/09,"AMERI-FORCE CRAFT SERVICES, INC.","9485 REGENCY SQUARE BLVD., SUITE 300",,JACKSONVILLE,FL,32225,JEFFREY COHEN ATTORNEY AT LAW,712 OAK CIRCLE DRIVE WEST STE. A,MOBILE,AL,WELDER FITTER,0,12.74,HR,15.1,HR
C-08210-38837,11/7/08,7/28/08,DENIED,AR,10/5/08,6/5/09,"LEXICON, INC",8900 FOURCHE DAM PIKE,,LITTLE ROCK,AR,72206,MILTON A. DEJESUS,PO BOX 22634,LITTLE ROCK,AR,"WELDER, ARC",0,10.71,HR,11,HR
C-08210-38849,11/7/08,7/28/08,DENIED,FL,10/1/08,7/31/09,"AMERI-FORCE CRAFT SERVICES, INC.","9485 REGENCY SQUARE BLVD., SUITE 300",,JACKSONVILLE,FL,32225,JEFFREY COHEN ATTORNEY AT LAW,712 OAK CIRCLE DRIVE WEST STE. A,MOBILE,AL,WELDER FITTER,0,12.19,HR,15.1,HR
C-08210-38856,10/16/08,7/28/08,DENIED,NY,10/1/08,2/28/09,"U M RETAIL, INC.",47 MONITOR ST. #1,,BROOKLYN,NY,11222,SVETLANA J. SCHREIBER,SVETLANA SCHREIBER & ASSOC. CO. L.P.A.,CLEVELAND,OH,SALES CLERK,0,7.53,HR,7.53,HR
C-08211-38871,10/2/08,7/29/08,DENIED,FL,10/15/08,8/15/09,PROFESSIONAL MANAGEMENT STAFFING INC.,4699 NW 7TH AVE.,,MIAMI,FL,33127,WILLIAM P. VELIE,210 E. MAIN STREET SUITE 222,NORMAN,OK,"WAITER/WAITRESS, INFORMAL",0,7.05,HR,7.05,HR
C-08211-38875,10/8/08,7/29/08,CERTIFIED,FL,10/15/08,8/15/09,PROFESSIONAL MANAGEMENT STAFFING INC.,4699 NW 7TH AVE.,,MIAMI,FL,33127,WILLIAM P. VELIE,210 E. MAIN STREET SUITE 222,NORMAN,OK,PARKING LOT ATTENDANT,55,7.44,HR,7.44,HR
C-08211-38885,10/3/08,7/29/08,DENIED,FL,10/1/08,7/1/09,BUGSBY HOLDING INC DBA SUBWAY,3402 SOUTH DALEMABRY HWY,,TAMPA,FL,33629,,,,,FAST FOODS WORKER,0,7.11,HR,7.11,HR
C-08211-38886,10/29/08,7/29/08,DENIED,TX,10/1/08,7/31/09,DE-VAL CONSTRUCTION LTD. DBA A.D. WELDING COMPANY,7620 VICTORIA CT. STE 4,,BROWNSVILLE,TX,78521,BELINDA RODRIGUEZ,PRO SERVICES,SAN ANTONIO,TX,CONSTRUCTION WORKER I,0,6.49,HR,7.48,HR
C-08211-38904,10/2/08,7/29/08,DENIED,NJ,10/1/08,2/28/09,"NATURE'S THERAPY, LLC",164 PANORAMA DR.,,EDGEWATER,NJ,07020,SVETLANA SCHREIBER,1370 ONTARIO ST.,CLEVELAND,OH,SALES CLERK,0,7.99,HR,7.99,HR
C-08211-38907,10/2/08,7/29/08,DENIED,NJ,10/1/08,1/15/09,"NATURE'S THERAPY, LLC",164 PANORAMA DRIVE,,EDGEWATER,NJ,07020,SVETLANA SCHREIBER,1370 ONTARIO ST.,CLEVELAND,OH,SALES CLERK,0,7.92,HR,7.92,HR
C-08211-38908,10/2/08,7/29/08,DENIED,NJ,10/1/08,1/31/09,"NATURE'S THERAPY, LLC",164 PANORAMA DR.,,EDGEWATER,NJ,07020,SVETLANA SCHREIBER,1370 ONTARIO ST.,CLEVELAND,OH,SALES CLERK,0,7.92,HR,7.92,HR
C-08213-38923,10/24/08,7/31/08,DENIED,NY,7/1/08,10/31/08,"POOLTASTIC POOL WORKS, INC.",182 EAST MONTAUK HIGHWAY,,HAMPTON BAYS,NY,11946,"JEFFERYSON A. BARNES, SR.",3550 WHITE PALINS ROAD,BRONX,NY,"MAINTENANCE REPAIRER, BUILDING",0,8.91,HR,13.09,HR
C-08213-38926,10/9/08,7/31/08,DENIED,VA,10/1/08,7/31/09,"R & B WELDING, INC.",2 WATSONS LANE,,HAMPTON,VA,23669,,,,,WELDER FITTER,0,13.19,HR,13.19,HR
C-08213-38927,10/17/08,7/31/08,CERTIFIED,MS,10/1/08,7/31/09,"DCCI, LLC","693 NE STEPHENS, SUITE D",,ROSEBURG,OR,97470,GINNY MUILENBURG,LABOR CONSULTANTS INTERNATIONAL,POST FALLS,ID,STRUCTURAL STEEL WORKER,65,10.89,HR,11.35,HR
C-08213-38932,10/10/08,7/31/08,CERTIFIED,WY,10/1/08,3/31/09,CBV PARTNERS LLC,P.O. BOX 38,,JACKSON,WY,83001,,,,,HOUSEKEEPER,15,8.04,HR,8.04,HR
C-08213-38939,10/20/08,7/31/08,DENIED,CA,10/1/08,4/1/09,"AOXNARD, LP (DBA DENNY'S RESTAURANT)",8121 VAN NUYS BLVD.,SUITE 308,PANORAMA CITY,CA,91402,,,,,COOK,0,8.58,HR,8.58,HR
C-08214-38942,10/3/08,8/1/08,DENIED,GA,10/1/08,3/31/09,V & M PINE STRAW,2312 CADILLAC DRIVE,,VIDALIA,GA,30474,GAIL LEWIS,113 SOUTH STATE STREET,LYONS,GA,"BANDER, HAND",0,6.37,HR,6.37,HR
C-08214-38944,10/14/08,8/1/08,PARTIAL CERTIFIED,GA,10/1/08,7/31/09,"NICE INTERIORS, INC",960 AVALON DR.,,LAWRENCEVILLE,GA,30044,RUDY SANCHEZ,PR SUPPORT LLC,OLMITO,TX,CONSTRUCTION WORKER II,36,9.88,HR,9.88,HR
C-08214-38946,10/24/08,8/1/08,DENIED,AZ,6/30/08,6/29/09,"PARADISE SOUTHWEST CLEANERS, INC.",6024 E MCKELLIPS STE.4,,MESA,AZ,85250,"ERENA BAYBIK, ESQ.",2198 EAST CAMELBACK RD,PHOENIX,AZ,"LABORER, GENERAL",0,6.9,HR,7.5,HR
C-08214-38948,10/20/08,7/31/08,DENIED,CA,10/1/08,4/1/09,AOXNARD (DBA DENNY'S RESTAURANT),8121 VAN NUYS BLVD SUITE 308,,PANORAMA,CA,91402,,,,,KITCHEN HELPER,0,7.37,HR,8,HR
C-08214-38949,10/2/08,8/1/08,CERTIFIED,IN,8/25/08,6/25/09,"NORTH CENTRAL PALLETS, INC.",13990 SR # 10,,ARGOS,IN,46501,,,,,"ASSEMBLER, PRODUCTION LINE",35,8.24,HR,8.51,HR
C-08214-38958,10/16/08,8/1/08,DENIED,TX,10/1/08,7/15/09,"RIGSTAFF, LTD",10501 CORPORATE DRIVE,,STAFFORD,TX,77477,"MAS LABOR H2B, LLC/ELIZABETH WHITLEY",650 FRONT STREET,LOVINGSTON,VA,"WELDING MACHINE OPERATOR, ARC",0,13.36,HR,14.22,HR
C-08214-38959,10/9/08,8/1/08,DENIED,TX,10/1/08,6/30/09,GLOBAL TURNAROUND SERVICES,101 C 1 OLD UNDERWOOD ROAD,,LA PORTE,TX,77571,MARGARET MACGREGOR,BERRY APPLEMAN & LEIDEN LLP,DALLAS,TX,"WELDER, COMBINATION",0,13.55,HR,18,HR
C-08214-38960,10/9/08,8/1/08,DENIED,TX,10/1/08,6/30/09,GLOBAL TURNAROUND SERVICES,101 C 1 OLD UNDERWOOD ROAD,,LA PORTE,TX,77571,MARGARET MACGREGOR,BERRY APPLEMAN & LEIDEN LLP,DALLAS,TX,"WELDER, COMBINATION",0,12.84,HR,18,HR
C-08214-38961,10/14/08,8/1/08,DENIED,TX,10/1/08,7/31/09,OCEAN WELDING CORPORATION,700 PAREDES AVE STE 108,,BROWNSVILLE,TX,78521,BELINDA RODRIGUEZ,PRO SERVICES,SAN ANTONIO,TX,WELDER FITTER,0,7.45,HR,8.51,HR
C-08217-38964,10/2/08,8/4/08,PARTIAL CERTIFIED,ID,11/1/08,4/1/09,SUN VALLEY COMPANY,ONE SUN VALLEY ROAD,,SUN VALLEY,ID,83353,,,,,SNOWMAKER,26,6.06,HR,8.4,HR
C-08217-38975,10/9/08,8/1/08,DENIED,LA,10/1/08,7/1/09,"INTERNATIONAL LABOR FINDERS, LLC","27335 WALKER SOUTH RD.,",,WALKER,LA,70785,DENNY L. LYNES,ACTION VISA ASSISTANCE P.O. BOX 363,WYLIE,TX,"WELDER, COMBINATION",0,14.2,HR,14.2,HR
C-08217-38987,10/3/08,8/4/08,DENIED,TX,9/15/08,7/15/09,LEGEND ASSET MANAGEMENT INC,2415 AVENUE J,SUITE 111,ARLINGTON,TX,76006,INFINITY LABOR SOURCE,5127 MARSH LANE,BUDA,TX,"MAINTENANCE REPAIRER, INDUSTRIAL",0,8.79,HR,8.79,HR
C-08217-38989,10/10/08,8/4/08,PARTIAL CERTIFIED,MN,10/1/08,7/31/09,"LINDER'S GREENHOUSES, INC",275 W WHEELOCK PKWY,,ST. PAUL,MN,55117,LESLI DOWNS & KRIS GOSNEY,SOUTHERN IMPACT,SAND SPRINGS,OK,"LABORER, STORES",36,8.6,HR,8.79,HR
C-08217-38992,10/29/08,8/4/08,DENIED,TX,10/1/08,7/31/09,PEREZ BROTHERS MILLWRIGHTS,1100 S. 5TH. ST.,,SLATON,TX,79364,BELINDA RODRIGUEZ,PRO SERVICES,SAN ANTONIO,TX,WELDER FITTER,0,8.98,HR,8.98,HR
C-08217-39005,10/23/08,8/4/08,DENIED,ME,11/1/08,5/1/09,SUNDAY RIVER SKI RESORT,P.O. BOX 4500 15 SOUTHRIDGE ROAD,,NEWRY,ME,04261,,,,,RECREATION AIDE,0,8.5,HR,8.5,HR
C-08217-39008,10/6/08,8/4/08,DENIED,AR,10/1/08,1/15/09,BELKA INC.,3401 N. COUNTRY CLUB DRIVE,APT. 603,AVENTURA,FL,33180,SVETLANA SCHREIBER & ASSOC CO LPA,1370 ONTARIO STREET,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",0,6.82,HR,6.82,HR
C-08217-39009,10/20/08,8/4/08,DENIED,TX,10/1/08,7/15/09,"RIGSTAFF, LTD",10501 CORPORATE DRIVE,,STAFFORD,TX,77477,"MAS LABOR H2B, LLC/ELIZABETH WHITLEY",650 FRONT STREET,LOVINGSTON,VA,"BRAZER, FURNACE",0,13.11,HR,14.22,HR
C-08217-39013,11/25/08,8/4/08,DENIED,TX,9/7/08,1/15/09,"TPL USA OPERATING COMPANY, LLC (THE PERFECT LIGHT)",263626 I-145 N.,,SPRING,TX,77386,"LABORMEX, INC.",4071 CYBYER AVE.,MIAMI,FL,GENERAL HELPER,0,8.32,HR,8.32,HR
C-08218-39021,10/14/08,8/5/08,DENIED,MS,10/1/08,2/15/09,BELKA INC,3401 N. COUNTRY CLUB DRIVE,APT 603,AVENTURA,FL,33180,"SVETLANA SCHREIBER & ASSOCIATES, CO L. P. A",1370 ONTARIO ST. SUITE 1620,CLEVELAND,OH,SALES CLERK,0,6.99,HR,6.99,HR
C-08218-39022,10/2/08,8/5/08,CERTIFIED,NY,11/1/08,4/15/09,WIN - SUM SKI CORPORATION D/B/A HOLIDAY VALLEY,ROUTE 219,P.O. BOX 370,ELLICOTTVILLE,NY,14731,"LANCE J. MADDEN, ESQ",HODGSON RUSS LLP-BUFFALO,BUFFALO,NY,"SCOUT, PROFESSIONAL SPORTS",25,8.93,HR,8.93,HR
