CASE_NUMBER,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
H-400-13031-505403,2/14/13,1/31/13,Certified,H-2B,NY,4/1/13,12/15/13,"Donald Fedorowicz Excavating, Inc.",39 Autumn Way,,East Greenbush,NY,12061,John Novine,HUDSON,NY,37-3011,Landscaping and Groundskeeping Workers,landscape laborer,5,9.29,Hour,9.29,Hour
H-400-12312-394855,2/15/13,2/4/13,Certified,H-2B,PA,4/1/13,11/30/13,"Wichman Landscape Construction, LLC",107 Buehner Drive,,Pittsburgh,PA,15237,Thomas Robinson,Wellington,FL,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,8.5,Hour,8.5,Hour
H-400-13010-897839,2/15/13,1/18/13,Denied,H-2B,TX,1/18/13,11/17/13,"Trancasa USA, Inc.",3501 W. Utility Dr.,,Pharr,TX,78577,George Durham,MCALLEN,TX,53-3032,Heavy and Tractor-Trailer Truck Drivers,Truck Driver,0,17.57,Hour,17.57,Hour
H-400-13017-633112,2/15/13,1/18/13,Partial Certified,H-2B,SC,3/10/13,11/1/13,HILTON WORLDWIDE,9800 QUEENSWAY BLVD.,,MYRTLE BEACH,SC,29572,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,37-1011,First-Line Supervisors of Housekeeping and Janitorial Worker,Housekeeping Inspector,2,10.04,Hour,10.04,Hour
H-400-13018-753254,2/15/13,1/18/13,Certified,H-2B,TX,2/15/13,11/30/13,"Landscapes Management Company, LLC",1201 Aries Drive,,Lincoln,NE,68512,GRACE KAN,Farmers Branch,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer II,33,12.25,Hour,12.25,Hour
H-400-13022-719983,2/15/13,2/1/13,Certified,H-2B,SD,4/15/13,11/30/13,"Sutton Bay Golf, LLC",28950 Sutton Bay Trail,,Agar,SD,57520,GRACE KAN,FARMERS BRANCH,TX,37-2012,Maids and Housekeeping Cleaners,Housekeeper,6,8.13,Hour,8.13,Hour
H-400-13028-699574,2/15/13,2/1/13,Partial Certified,H-2B,IL,4/1/13,12/1/13,COUNTRYSIDE INDUSTRIES INC.,29947 NORTH RAND ROAD,N/A,WAUCONDA,IL,60084,MICHAEL THOREN,EVANSTON,IL,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,97,8.87,Hour,8.87,Hour
H-400-13028-065886,2/15/13,2/1/13,Partial Certified,H-2B,AZ,4/1/13,11/30/13,Pine Canyon Golf,3000 South Clubhouse Circle,,Flagstaff,AZ,86001,CHARLES THURGOOD,PHOENIX,AZ,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,18,8.46,Hour,8.46,Hour
H-400-13029-023786,2/15/13,2/2/13,Certified,H-2B,ME,5/15/13,10/31/13,HANSON ENTERPRISES LLC,PO BOX 2240,449 MAIN STREET,OGUNQUIT,ME,03907,JANE BISHOP,MASHPEE,MA,37-1011,First-Line Supervisors of Housekeeping and,HOUSEKEEPING SUPERVISOR,4,11.66,Hour,11.66,Hour
H-400-13030-167513,2/15/13,2/1/13,Certified,H-2B,AK,5/1/13,9/30/13,"Ocean Beauty Seafoods, LLC",1100 West Ewing Street,n/a,Seattle,WA,98119,,,,51-1011,First-Line Supervisors of Production and Operating,Salmon Roe Supervisor,4,48.98,Hour,48.98,Hour
H-400-13030-871729,2/15/13,2/4/13,Partial Certified,H-2B,,4/1/13,12/31/13,"Davis Landscape Ltd, Inc.",2340 Paxton Church Road,,Harrisburg,PA,17110,Evelyn Wright,Amherst,VA,37-3011,Landscaping and Groundskeeping Workers,landscape laborers,19,9.56,Hour,9.56,Hour
H-400-13031-290221,2/15/13,2/1/13,Partial Certified,H-2B,NC,3/1/13,11/30/13,Silverwater Traders LLC,P.O. Box 238,1075 Irvin Garrish Highway,Ocracoke,NC,27960,JANICE COLE,HERTFORD,NC,37-2012,Maids and Housekeeping Cleaners,Housekeeping Worker,28,8.12,Hour,8.12,Hour
H-400-13031-072424,2/15/13,2/1/13,Partial Certified,H-2B,MD,3/15/13,11/15/13,PHILLIPS SEAFOOD RESTAURANTS,2004 PHILADELPHIA AVENUE,,OCEAN CITY,MD,21842,,,,35-9021,Dishwashers,Dishwasher,47,8.12,Hour,8.12,Hour
H-400-13031-265638,2/15/13,2/1/13,Certified,H-2B,CA,2/15/13,10/13/13,TOUCAN ENTERPRISES,10180 BELLA VISTA STREET,"(Mailing:  P.O. Box 1544, Apple Valley, CA 92307)",APPLE VALLEY,CA,92308,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,8,8.52,Hour,8.52,Hour
H-400-13031-626343,2/15/13,2/1/13,Certified,H-2B,TX,3/8/13,11/15/13,PAUL'S CONCESSIONS,3422 BUTTERLEIGH,N/A,SAN ANTONIO,TX,78247-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,40,8.04,Hour,8.04,Hour
H-400-13032-253498,2/15/13,2/4/13,Certified,H-2B,NY,4/1/13,12/7/13,"Domenick Bulfamante, Inc.",94 1st Street,"Mailing: 91 8th Street, New Rochelle, NY 10801",New Rochelle,NY,10801,Elizabeth Whitley,LOVINGSTON,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,12,10.36,Hour,10.36,Hour
H-400-13032-517523,2/15/13,2/1/13,Certified,H-2B,CO,5/1/13,11/30/13,"L-O Vail Hotel, Inc.",1300 Westhaven Drive,,Vail,CO,81657,AMY NOVAK,VAIL,CO,37-2011,"Janitors and Cleaners, Except Maids and",Janitor,15,11.5,Hour,11.5,Hour
H-400-13032-000798,2/15/13,2/1/13,Certified,H-2B,ME,4/7/13,10/31/13,"SMOKEY'S GREATER SHOWS, INC",521 CUMMINGS ST.,"[MAIL: PO BOX 8066, BANGOR ME 04402]",SARASOTA,FL,34242-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendant,45,326.8,Week,326.8,Week
H-400-13032-202497,2/15/13,2/1/13,Certified,H-2B,AK,5/1/13,9/30/13,"Ocean Beauty Seafoods, LLC",1100 West Ewing Street,n/a,Seattle,WA,98119,,,,51-3092,Food Batchmakers,Salmon Roe Technician,20,13.32,Hour,13.32,Hour
H-400-13032-434678,2/15/13,2/1/13,Certified,H-2B,MD,3/1/13,12/1/13,"Akehurst Landscape Service, Inc.",712 Philadelphia Road,,Joppa,MD,21085,Brent Rees,Dallas,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,26,9.16,Hour,9.16,Hour
H-400-13032-999396,2/15/13,2/1/13,Certified,H-2B,NY,4/15/13,12/10/13,"Rudy Rodriguez Racing Stable, Inc.",40 Burkhardt Avenue,,Bethpage,NY,11714,Tatiana Cevallos,Corona,NY,39-2021,Nonfarm Animal Caretakers,Stable Attendant,30,10.35,Hour,10.35,Hour
H-400-13032-426799,2/15/13,2/1/13,Certified,H-2B,MA,5/12/13,12/15/13,"EASTWARD HO! COUNTRY CLUB, INC.",325 FOX HILL ROAD,,CHATHAM,MA,02633,JANE BISHOP,MASHPEE,MA,35-2014,"Cooks, Restaurant",LINE COOKS,7,12.74,Hour,12.74,Hour
H-400-13032-523530,2/15/13,2/1/13,Partial Certified,H-2B,MA,4/1/13,9/30/13,"WHITTEN LANDSCAPING, INC.",P.O. BOX 1210,45 COMMERCIAL STREET,SOUTH YARMOUTH,MA,02664,JANE BISHOP,MASHPEE,MA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORERS,8,11.26,Hour,11.26,Hour
H-400-13032-450001,2/15/13,2/1/13,Partial Certified,H-2B,MO,4/1/13,12/15/13,Branson's Best inc,3150 Green Mountain Dr,,Branson,MO,65616,JOSEPH YOUNG,GOFFSTOWN,NH,37-2012,Maids and Housekeeping Cleaners,"MAIDS AND HOUSEKEEPING, CLEANERS",28,8.71,Hour,8.71,Hour
H-400-13032-322372,2/15/13,2/1/13,Certified,H-2B,NY,4/1/13,12/15/13,"Gallagher's Stud, Inc.",349 Leggett Rd.,,Ghent,NY,12075,John Novine,HUDSON,NY,39-2021,Nonfarm Animal Caretakers,horse barn worker,2,10.91,Hour,10.91,Hour
H-400-13032-313630,2/15/13,2/4/13,Partial Certified,H-2B,FL,4/1/13,12/2/13,"Carol King Landscape Maintenance, Inc.",7032 Old Cheney Highway,mailing: 7032 Old Cheney Hgwy Orlando FL 32807,Orlando,FL,32807,Elizabeth Whitley,LOVINGSTON,VA,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,34,8.08,Hour,8.08,Hour
H-400-13032-099756,2/15/13,2/2/13,Certified,H-2B,MN,5/10/13,11/30/13,Miller Concessions INC,1865 Hwy 25 NE,N/A,Foley,MN,56329,ALEJANDRO TREVINO,HARLINGEN,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendant,18,331.6,Week,331.6,Week
H-400-13033-837398,2/15/13,2/3/13,Certified,H-2B,WY,4/1/13,10/15/13,"Sunset Properties, Inc.",1601 8th St.,,Cody,WY,82414,CHARLES THURGOOD,PHOENIX,AZ,37-2012,Maids and Housekeeping Cleaners,Maids and Housekeeping cleaners,17,8.22,Hour,8.22,Hour
H-400-13034-292381,2/15/13,2/3/13,Certified,H-2B,TX,2/15/13,11/29/13,"Texas Renaissance Festivals, Inc.",21778 FM 1774,,Plantersville,TX,77363,KEMAL BENOUIS,MANCHACA,TX,37-3011,Landscaping and Groundskeeping Workers,Laborer,20,8.13,Hour,8.13,Hour
H-400-13034-543920,2/15/13,2/3/13,Partial Certified,H-2B,ME,4/15/13,12/4/13,GALYN'S GALLEY,17 MAIN ST,PO BOX 411,BAR HARBOR,ME,04609,,,,37-2011,"Janitors and Cleaners, Except Maids and",KITCHEN WORKER,7,10.8,Hour,10.8,Hour
H-400-13035-387459,2/15/13,2/4/13,Certified,H-2B,NJ,3/1/13,12/31/13,"Cedar Glen West, Inc.",11 West Lake Drive,,Manchester,NJ,08759,FERNANDO SAENZ,MECHANICSVILLE,VA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,8,8.56,Hour,8.56,Hour
H-400-13035-431635,2/15/13,2/4/13,Partial Certified,H-2B,MD,3/15/13,12/15/13,"Exec-U-Lawn Landscape Management, Inc.",17410 Central Avenue,,Bowie,MD,20716,FERNANDO SAENZ,MECHANICSVILLE,VA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,37,8.99,Hour,8.99,Hour
H-400-13035-174444,2/15/13,2/4/13,Certified,H-2B,VA,3/15/13,11/20/13,All Seasons Grounds Management,5800 Curlew Drive,,Norfolk,VA,23502,FERNANDO SAENZ,MECHANICSVILLE,VA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,8,8.1,Hour,8.1,Hour
H-400-13035-742934,2/15/13,2/4/13,Certified,H-2B,PA,4/1/13,12/15/13,Inches Nursery Inc,1005 Stoops Ferry Rd,,Moon Township,PA,15108,Sarah Farrell,Vass,NC,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,20,8.5,Hour,8.5,Hour
H-400-13035-107868,2/15/13,2/4/13,Certified,H-2B,NY,4/1/13,12/15/13,"Meadow Greens Restaurant, Inc.",1233 Route 9H,,Ghent,NY,12075,John Novine,HUDSON,NY,37-3011,Landscaping and Groundskeeping Workers,landscape laborer,4,9.29,Hour,9.29,Hour
H-400-13035-321813,2/15/13,2/4/13,Partial Certified,H-2B,NC,3/15/13,11/30/13,TruGreen Landcare - Charlotte,5947 Kenley Lane,N/A,Charlotte,NC,28217,Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,31,8.53,Hour,8.53,Hour
H-400-13046-479278,2/15/13,2/15/13,Withdrawn,H-2B,ND,3/10/13,12/15/13,"WENDY'S OF MONTANA, INC.",2906 2ND AVE N.,,BILLINGS,MT,59101,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,35-3021,"Combined Food Preparation and Serving Workers,",Crew Member,0,9,Hour,9,Hour
H-400-12303-815658,2/19/13,1/23/13,Certified,H-2B,IL,2/19/13,12/15/13,"D. Gonzalez Landscape, Inc.",26229 N. Oak Ave.,,Mundelein,IL,60060,CHARLES CUI,CHICAGO,IL,37-3011,Landscaping and Groundskeeping Workers,Landscaper,2,10.86,Hour,10.86,Hour
H-400-12335-674005,2/19/13,1/21/13,Denied,H-2B,TX,2/4/13,12/3/13,Gulf Cooper & Manufacturing Corp.,2920 Todd Rd.,,Galveston,TX,77554,Heather Whitfield,HOUSTON,TX,51-4121,"Welders, Cutters, Solderers, and Brazers",Welder-Fitter,0,22.64,Hour,22.64,Hour
H-400-13010-701687,2/19/13,1/22/13,Withdrawn,H-2B,VA,3/4/13,11/30/13,HIGH SIERRA POOLS INC,2704 COLUMBIA PIKE,,ARLINGTON,VA,22204,,,,37-2011,"Janitors and Cleaners, Except Maids and",Swimming Pool Servicer,0,10.53,Hour,10.53,Hour
H-400-13015-780001,2/19/13,1/24/13,Withdrawn,H-2B,NJ,3/23/13,10/27/13,"SIX FLAGS GREAT ADVENTURE, LLC",1 SIX FLAGS BOULEVARD,,JACKSON,NJ,08527,KIMBERLY MAGLIN,OWINGS MILLS,MD,39-3091,Amusement and Recreation Attendants,Amusement Park Worker,0,8.05,Hour,8.05,Hour
H-400-13015-773389,2/19/13,1/24/13,Certified,H-2B,MA,4/8/13,11/15/13,"Broken Wheel Farm, LLC",PO Box 181,N/A,Provincetown,MA,02657,MARK CARCHIDI,YARMOUTH PORT,MA,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee S",Food Preparation and Serving Workers,4,9.56,Hour,9.56,Hour
H-400-13017-954166,2/19/13,1/17/13,Certified,H-2B,MA,4/1/13,11/30/13,"Inn on the Square, LLC",40 North Main Street,,Falmouth,MA,02540,,,,37-2012,Maids and Housekeeping Cleaners,Housekeeper/Cleaner,7,11.7,Hour,11.7,Hour
H-400-13017-859037,2/19/13,2/4/13,Certified,H-2B,CA,4/1/13,11/30/13,"North Star Construction and Engineering, Inc.",1282 Stabler Lane #630-109,,Yuba City,CA,95993,JACOB SAPOCHNICK,SAN DIEGO,CA,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",Construction Laborer,3,27.51,Hour,27.51,Hour
H-400-13022-502580,2/19/13,1/24/13,Withdrawn,H-2B,NJ,3/23/13,10/27/13,"SIX FLAGS GREAT ADVENTURE, LLC",1 SIX FLAGS BOULEVARD,,JACKSON,NJ,08527,KIMBERLY MAGLIN,OWINGS MILLS,MD,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee S",Food Service Worker,0,8.83,Hour,8.83,Hour
H-400-13022-501378,2/19/13,1/22/13,Certified,H-2B,SD,4/1/13,12/30/13,"AL'S OASIS, INC.",1000 EAST HIGHWAY 16,N/A,OACOMA,SD,57356,KEVIN OPP,ABERDEEN,SD,35-3021,"Combined Food Preparation and Serving Workers,",KITCHEN HELPER,20,8.19,Hour,8.19,Hour
H-400-13022-708986,2/19/13,1/22/13,Partial Certified,H-2B,FL,4/1/13,7/31/13,"Alpha Services, LLC",1141 N. 3rd St.,,Coeur d'Alene,ID,83814,Stephen Ward,Coeru d'Alene,ID,45-4011,Forest and Conservation Workers,General Forestry Laborer (SCA 08250),107,11.35,Hour,11.35,Hour
H-400-13022-535942,2/19/13,1/23/13,Certified,H-2B,SC,4/15/13,12/13/13,SONESTA RESORT HILTON HEAD ISLAND,130 SHIPYARD DRIVE,,HILTON HEAD ISLAND,SC,29928,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,35-3031,Waiters and Waitresses,Server,25,8.98,Hour,8.98,Hour
H-400-13022-109731,2/19/13,1/22/13,Partial Certified,H-2B,AK,4/1/13,10/28/13,"Frontier Landscaping, Inc.",4518 Virgo Ave,,Anchorage,AK,99516,,,,37-3011,Landscaping and Groundskeeping Workers,Landscaping & Groundskeeping Worker,6,9.94,Hour,9.94,Hour
H-400-13023-838213,2/19/13,1/23/13,Certified,H-2B,ME,4/15/13,12/20/13,Jonathan's Inc,P.O.Box757,,Ogunquit,ME,03907,linda Turner,clinton,MD,35-2014,"Cooks, Restaurant",Line cook,2,12.64,Hour,12.64,Hour
H-400-13023-934781,2/19/13,1/30/13,Certified,H-2B,MA,5/1/13,11/1/13,"Jerope, Inc.",3580 State Highway,,Eastham,MA,02642,KENDRA ELLIOTT,ENOLA,PA,35-2021,Food Preparation Workers,Prep Cooks,10,9.22,Hour,9.22,Hour
H-400-13023-543786,2/19/13,1/23/13,Certified,H-2B,MO,4/1/13,1/3/14,Big Cedar LLC,612 Devils Pool Rd,,Ridgedale,MO,65739,JOSEPH YOUNG,GOFFSTOWN,NH,35-2014,"Cooks, Restaurant","cook, restaurant",10,8.45,Hour,8.45,Hour
H-400-13023-683362,2/19/13,1/23/13,Withdrawn,H-2B,ME,4/15/13,1/2/14,Hartstone Inn & Hideway,41 Elm Street,,Camden,ME,04843,linda Turner,clinton,MD,37-2012,Maids and Housekeeping Cleaners,Housekeeper,0,9.39,Hour,9.39,Hour
H-400-13024-105712,2/19/13,1/24/13,Certified,H-2B,LA,3/28/13,12/15/13,Bart Keller Company LLC,3256 Nicholson Drive,,Baton Rouge,LA,70802,LINDA WHITE,LIVINGSTON,LA,47-2061,Construction Laborers,Lanscaping & Grounds Keeping Workers,5,9,Hour,9,Hour
H-400-13025-668608,2/19/13,1/25/13,Certified,H-2B,TX,2/19/13,10/31/13,PAU CONSTRUCTION,7373 HIGHLAND PINE,,BROWNSVILLE,TX,78526,LINDA PEREZ,BROWNSVILLE,TX,53-7062,"Laborers and Freight, Stock, and Material Movers,",MATERIAL HANDLER,25,8.7,Hour,8.7,Hour
H-400-13025-294209,2/19/13,1/25/13,Denied,H-2B,AR,2/1/13,1/31/14,"FIDMED, LLC",1315 Scout Trail,,SILOAM SPRINGS,AR,72761,,,,31-9093,Medical Equipment Preparers,Medical Assets Coordinator,0,25000,Year,25000,Year
H-400-13031-994523,2/19/13,1/31/13,Partial Certified,H-2B,SD,4/1/13,12/15/13,SOUTH DAKOTA WHEAT GROWERS,110 6TH AVENUE SE,N/A,ABERDEEN,SD,57401,KEVIN OPP,ABERDEEN,SD,53-7011,Conveyor Operators and Tenders,GRAIN/AG LABORER,49,11.17,Hour,11.17,Hour
H-400-13035-626957,2/19/13,2/4/13,Certified,H-2B,NJ,3/4/13,10/30/13,"PALADIN AMUSEMENTS, INC.",9 MAPLE AVE.,N/A,BERKELEY HEIGHTS,NJ,07922-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,11,322,Week,322,Week
H-400-13035-768979,2/19/13,2/4/13,Certified,H-2B,VA,4/1/13,12/31/13,"Shoreline Development, Inc",9809 Ditch Bank Road,463 Mill Point Road  Hudgins VA 23076,Maryus,VA,23107,Elizabeth Whitley,Lovingston,VA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Crab Pickers/Processors,35,7.45,Hour,7.45,Hour
H-400-13035-726349,2/19/13,2/4/13,Certified,H-2B,ME,5/1/13,10/31/13,"RUPUNUNI, INC",119 MAIN STREET,,BAR HARBOR,ME,04609,,,,35-2014,"Cooks, Restaurant",COOK,18,10,Hour,10,Hour
H-400-13035-038552,2/19/13,2/4/13,Certified,H-2B,ME,5/1/13,10/31/13,"RUPUNUNI, INC",119 MAIN STREET,,BAR HARBOR,ME,04609,,,,35-9021,Dishwashers,DISHWASHER,8,8.22,Hour,8.22,Hour
H-400-13035-801079,2/19/13,2/4/13,Partial Certified,H-2B,PA,4/1/13,12/1/13,East Coast Erosion Blankets LLC,443 Bricker Road,,Bernville,PA,19506,Sarah Farrell,Vass,NC,51-9111,Packaging and Filling Machine Operators and,Production Worker,19,9.61,Hour,9.61,Hour
H-400-13035-586378,2/19/13,2/4/13,Certified,H-2B,TX,4/22/13,11/26/13,"DEMAS ENTERPRISES, INC",7919 ENCLAVE WAY,"[MAIL: 7324 Gaston Ave., #124-362, Dallas, TX 75214",DALLAS,TX,75218-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendant,18,323.2,Week,323.2,Week
H-400-13035-738408,2/19/13,2/4/13,Certified,H-2B,CA,3/15/13,12/31/13,"PURE FOREST, LLC.",70E 2125 SOUTH,,OAKLEY,ID,83346,SAYDE LEONEL DE CERVANTES,BUDA,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,25,9.92,Hour,9.92,Hour
H-400-13035-547709,2/19/13,2/4/13,Partial Certified,H-2B,MD,4/1/13,11/1/13,PHILLIPS SEAFOOD RESTAURANTS,2004 PHILADELPHIA AVENUE,,OCEAN CITY,MD,21842,,,,35-2015,"Cooks, Short Order",Line Cook,40,8.94,Hour,8.94,Hour
H-400-13035-137179,2/19/13,2/4/13,Certified,H-2B,MD,4/15/13,11/15/13,Select Event Rentals,8610 Cherry Lane,Suite 30,Laurel,MD,20707,Stephen Ward,Coeur d'Alene,ID,39-3091,Amusement and Recreation Attendants,Recreation Attendants,85,8.44,Hour,8.44,Hour
H-400-13035-783787,2/19/13,2/4/13,Certified,H-2B,MA,5/15/13,10/15/13,TRESSES CORPORATION,117 PLESANT STREET,,NANTUCKET,MA,02554,JANE BISHOP,MASHPEE,MA,31-9011,Massage Therapists,MASSAGE THERAPISTS,6,12.79,Hour,12.79,Hour
H-400-13035-705611,2/19/13,2/4/13,Partial Certified,H-2B,SC,4/1/13,11/30/13,Renaissance Jantiorial LLC,1510 Coastal LN,Unit 205,Myrtle Beach,SC,29577,,,,37-2012,Maids and Housekeeping Cleaners,Maids and Housekeeping Cleaners,54,8.08,Hour,8.08,Hour
H-400-13035-473075,2/19/13,2/4/13,Certified,H-2B,OH,3/17/13,10/7/13,BATES BROS AMUSEMENT CO.,1506 FERNWOOD RD.,,WINTERSVILLE,OH,43953-7640,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,50,322.4,Week,322.4,Week
H-400-13035-816475,2/19/13,2/4/13,Certified,H-2B,NY,4/15/13,12/10/13,John Hertler Stable Inc.,5 Sandy Court,,Garden City,NY,11530,Tatiana Cevallos,Corona,NY,39-2021,Nonfarm Animal Caretakers,Stable Attendant,8,10.35,Hour,10.35,Hour
H-400-13035-122724,2/19/13,2/4/13,Partial Certified,H-2B,MI,4/1/13,11/30/13,Oakland Hills Country Club,3951 West Maple Road,,Bloomfield Hills,MI,48301,Otieno Ombok,White Plains,NY,35-9011,Dining Room and Cafeteria Attendants and Bartender,Food Preparation and Server,16,9.41,Hour,9.41,Hour
H-400-12313-698114,2/20/13,2/6/13,Certified,H-2B,,4/1/13,11/30/13,MEM Landscaping LLC,5170 West Teal Road,,Fairburn,GA,30213,Thomas Robinson,Wellington,FL,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,9.25,Hour,9.25,Hour
H-400-12338-152648,2/20/13,1/22/13,Denied,H-2B,TX,3/1/13,1/1/14,"Texas Tree and Landscape, LTD",276 Antler Rd.,,Waco,TX,76712,DANIEL KOWALSKI,AUSTIN,TX,37-3011,Landscaping and Groundskeeping Workers,Laborer,0,9.33,Hour,9.33,Hour
H-400-12349-565933,2/20/13,2/5/13,Certified,H-2B,MI,5/1/13,11/1/13,"MACKINAC ISLAND CARRIAGE TOURS, INC.",100 MARKET STREET,,MACKINAC ISLAND,MI,49757,LOAN HUYNH,MINNEAPOLIS,MN,37-2011,"Janitors and Cleaners, Except Maids and",Night Street Flushers,10,8.41,Hour,8.41,Hour
H-400-13004-425188,2/20/13,2/5/13,Certified,H-2B,TX,4/1/13,11/1/13,Premier Lawn Care,1900 W Loop 340,,Waco,TX,76712,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,25,8.19,Hour,8.19,Hour
H-400-13004-609726,2/20/13,2/5/13,Certified,H-2B,MA,4/15/13,12/15/13,Crowne Pointe Historic Inn & Spa,82 Bradford St.,,Provincetown,MA,02657,BRANDI COWAN,BAY CITY,TX,37-2012,Maids and Housekeeping Cleaners,Housekeeper,9,9.91,Hour,9.91,Hour
H-400-13005-605117,2/20/13,1/24/13,Denied,H-2B,FL,1/31/13,4/30/13,NEW YORK TAX FACTORY LLC,534 10TH ST N,,NAPLES,FL,34102,,,,27-3091,Interpreters and Translators,Translator,0,12,Hour,12,Hour
H-400-13015-386496,2/20/13,2/6/13,Certified,H-2B,TX,2/20/13,12/1/13,"Dirt Road, Inc.",101 CR 124,,Georgetown,TX,78626,Daniel Kowalski,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,landscape/sprinkler system installation laborer,30,8.42,Hour,8.42,Hour
H-400-13015-757197,2/20/13,2/5/13,Partial Certified,H-2B,LA,5/1/13,1/31/14,L'AUBERGE CASINO RESORT LAKE CHARLES,777 AVENUE LAUBERGE,,LAKE CHARLES,LA,70601,EMILIO MARTINEZ,MIAMI,FL,37-2012,Maids and Housekeeping Cleaners,Housekeeper,42,8.15,Hour,8.15,Hour
H-400-13016-139857,2/20/13,2/5/13,Certified,H-2B,MA,4/15/13,12/15/13,Brass Key Hospitality Group,67 Bradford St,,Provincetown,MA,02657,BRANDI COWAN,BAY CITY,TX,37-2012,Maids and Housekeeping Cleaners,Housekeepers,8,9.91,Hour,9.91,Hour
H-400-13018-532228,2/20/13,1/24/13,Certified,H-2B,SD,4/15/13,10/15/13,RECREATIONAL ADVENTURES CO.,P.O. 295,,HILL CITY,SD,57745,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,37-2012,Maids and Housekeeping Cleaners,Housecleaner,15,8.51,Hour,8.51,Hour
H-400-13022-467357,2/20/13,1/23/13,Withdrawn,H-2B,VA,4/1/13,12/1/13,HIGH SIERRA POOLS INC,2704 COLUMBIA PIKE,,ARLINGTON,VA,22204,,,,37-2011,"Janitors and Cleaners, Except Maids and",Swimming Pool Cleaner,0,10.21,Hour,10.21,Hour
H-400-13022-395250,2/20/13,2/5/13,Partial Certified,H-2B,PA,4/24/13,11/11/13,"A of R Services, Inc.","Foster Plaza 5, 651 Holiday Drive, Suite 300",N/A,Pittsburgh,PA,15220,ROBERT PIERCE,ANNAPOLIS,MD,39-3091,Amusement and Recreation Attendants,Carnival Worker,46,7.93,Hour,7.93,Hour
H-400-13022-077402,2/20/13,1/22/13,Partial Certified,H-2B,LA,3/20/13,10/15/13,Quality Construction & Production,425 Griffin Rd,Post Office Box 1139,Youngsville,LA,70592,E. Gaither,Lake Park,GA,51-4121,"Welders, Cutters, Solderers, and Brazers",Flux Core Arc Welder,43,15.32,Hour,15.32,Hour
H-400-13023-550229,2/20/13,1/23/13,Partial Certified,H-2B,VA,2/20/13,11/1/13,ValleyCrest Companies,24151 Ventura Road,,Calabasas,CA,91302,Kevin Lashus,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,Groundskeeper,27,8.99,Hour,8.99,Hour
